Elapsed Time, AVG Throughput, AVG Queue Size, AVG Waiting Time, AVG Service Time, AVG Response Time, AVG SET Response Time, AVG GET Response Time, AVG MULTI-GET Response Time, #SETS, #GETS, #MULTIGETS, GET MissRatio, MULTI-GET MissRatio, AVG MULTI-GET Size
 5.00, 1545, 50, 36.254231, 19.250104, 55.779105, 0.000000, 55.779105, 0.000000, 0, 7728, 0, 0.00, 0.00, 0
10.00, 1506, 53, 39.221568, 21.225181, 60.491595, 0.000000, 60.491595, 0.000000, 0, 7531, 0, 0.00, 0.00, 0
15.00, 1570, 53, 37.634775, 20.309674, 57.987227, 0.000000, 57.987227, 0.000000, 0, 7850, 0, 0.00, 0.00, 0
20.00, 1529, 54, 38.779253, 20.880078, 59.726191, 0.000000, 59.726191, 0.000000, 0, 7646, 0, 0.00, 0.00, 0
25.00, 1503, 53, 39.445243, 21.193362, 60.689220, 0.000000, 60.689220, 0.000000, 0, 7516, 0, 0.00, 0.00, 0
30.00, 1493, 53, 39.850882, 21.403638, 61.322211, 0.000000, 61.322211, 0.000000, 0, 7467, 0, 0.00, 0.00, 0
35.00, 1508, 53, 39.283316, 21.124127, 60.460449, 0.000000, 60.460449, 0.000000, 0, 7540, 0, 0.00, 0.00, 0
40.00, 1537, 54, 38.482007, 20.739756, 59.323117, 0.000000, 59.323117, 0.000000, 0, 7687, 0, 0.00, 0.00, 0
45.00, 1532, 53, 38.611434, 20.810703, 59.479715, 0.000000, 59.479715, 0.000000, 0, 7664, 0, 0.00, 0.00, 0
50.00, 1531, 53, 38.482891, 20.825523, 59.361453, 0.000000, 59.361453, 0.000000, 0, 7658, 0, 0.00, 0.00, 0
55.00, 1504, 54, 39.363537, 21.266320, 60.673540, 0.000000, 60.673540, 0.000000, 0, 7522, 0, 0.00, 0.00, 0
60.00, 1545, 53, 38.125131, 20.600692, 58.793364, 0.000000, 58.793364, 0.000000, 0, 7729, 0, 0.00, 0.00, 0
65.00, 1543, 53, 38.200416, 20.706056, 58.962972, 0.000000, 58.962972, 0.000000, 0, 7718, 0, 0.00, 0.00, 0
70.00, 1522, 54, 38.915393, 20.909115, 59.903887, 0.000000, 59.903887, 0.000000, 0, 7614, 0, 0.00, 0.00, 0
70.00, 115, 5, 8.156059, 20.942344, 29.131366, 0.000000, 29.131366, 0.000000, 0, 575, 0, 0.00, 0.00, 0
Type, Interval, Responses
GET, 11.0, 4
GET, 11.1, 2
GET, 11.2, 5
GET, 11.3, 4
GET, 11.4, 8
GET, 11.5, 3
GET, 11.6, 10
GET, 11.7, 4
GET, 11.8, 4
GET, 11.9, 11
GET, 12.0, 8
GET, 12.1, 16
GET, 12.2, 7
GET, 12.3, 3
GET, 12.4, 3
GET, 12.5, 3
GET, 12.6, 5
GET, 12.7, 4
GET, 12.8, 3
GET, 12.9, 0
GET, 13.0, 2
GET, 13.1, 2
GET, 13.2, 4
GET, 13.3, 2
GET, 13.4, 2
GET, 13.5, 5
GET, 13.6, 4
GET, 13.7, 3
GET, 13.8, 4
GET, 13.9, 6
GET, 14.0, 11
GET, 14.1, 8
GET, 14.2, 10
GET, 14.3, 6
GET, 14.4, 13
GET, 14.5, 11
GET, 14.6, 7
GET, 14.7, 10
GET, 14.8, 4
GET, 14.9, 6
GET, 15.0, 8
GET, 15.1, 18
GET, 15.2, 10
GET, 15.3, 7
GET, 15.4, 4
GET, 15.5, 7
GET, 15.6, 2
GET, 15.7, 1
GET, 15.8, 2
GET, 15.9, 1
GET, 16.0, 3
GET, 16.1, 2
GET, 16.2, 1
GET, 16.3, 2
GET, 16.4, 0
GET, 16.5, 4
GET, 16.6, 8
GET, 16.7, 5
GET, 16.8, 5
GET, 16.9, 4
GET, 17.0, 3
GET, 17.1, 3
GET, 17.2, 1
GET, 17.3, 2
GET, 17.4, 8
GET, 17.5, 7
GET, 17.6, 2
GET, 17.7, 5
GET, 17.8, 2
GET, 17.9, 13
GET, 18.0, 8
GET, 18.1, 6
GET, 18.2, 5
GET, 18.3, 11
GET, 18.4, 4
GET, 18.5, 4
GET, 18.6, 5
GET, 18.7, 3
GET, 18.8, 6
GET, 18.9, 4
GET, 19.0, 3
GET, 19.1, 6
GET, 19.2, 1
GET, 19.3, 1
GET, 19.4, 3
GET, 19.5, 1
GET, 19.6, 1
GET, 19.7, 2
GET, 19.8, 0
GET, 19.9, 5
GET, 20.0, 4
GET, 20.1, 2
GET, 20.2, 2
GET, 20.3, 3
GET, 20.4, 1
GET, 20.5, 3
GET, 20.6, 2
GET, 20.7, 1
GET, 20.8, 1
GET, 20.9, 1
GET, 21.0, 2
GET, 21.1, 3
GET, 21.2, 1
GET, 21.3, 1
GET, 21.4, 1
GET, 21.5, 2
GET, 21.6, 0
GET, 21.7, 3
GET, 21.8, 0
GET, 21.9, 0
GET, 22.0, 1
GET, 22.1, 0
GET, 22.2, 2
GET, 22.3, 2
GET, 22.4, 0
GET, 22.5, 2
GET, 22.6, 2
GET, 22.7, 3
GET, 22.8, 4
GET, 22.9, 3
GET, 23.0, 1
GET, 23.1, 2
GET, 23.2, 3
GET, 23.3, 0
GET, 23.4, 0
GET, 23.5, 1
GET, 23.6, 3
GET, 23.7, 1
GET, 23.8, 1
GET, 23.9, 3
GET, 24.0, 1
GET, 24.1, 2
GET, 24.2, 1
GET, 24.3, 8
GET, 24.4, 4
GET, 24.5, 1
GET, 24.6, 1
GET, 24.7, 1
GET, 24.8, 0
GET, 24.9, 3
GET, 25.0, 5
GET, 25.1, 3
GET, 25.2, 1
GET, 25.3, 0
GET, 25.4, 2
GET, 25.5, 7
GET, 25.6, 7
GET, 25.7, 2
GET, 25.8, 5
GET, 25.9, 1
GET, 26.0, 1
GET, 26.1, 7
GET, 26.2, 2
GET, 26.3, 3
GET, 26.4, 1
GET, 26.5, 2
GET, 26.6, 2
GET, 26.7, 2
GET, 26.8, 9
GET, 26.9, 2
GET, 27.0, 4
GET, 27.1, 5
GET, 27.2, 2
GET, 27.3, 1
GET, 27.4, 0
GET, 27.5, 3
GET, 27.6, 3
GET, 27.7, 7
GET, 27.8, 4
GET, 27.9, 0
GET, 28.0, 4
GET, 28.1, 1
GET, 28.2, 0
GET, 28.3, 1
GET, 28.4, 1
GET, 28.5, 6
GET, 28.6, 10
GET, 28.7, 5
GET, 28.8, 3
GET, 28.9, 7
GET, 29.0, 6
GET, 29.1, 2
GET, 29.2, 5
GET, 29.3, 8
GET, 29.4, 2
GET, 29.5, 7
GET, 29.6, 7
GET, 29.7, 11
GET, 29.8, 10
GET, 29.9, 6
GET, 30.0, 4
GET, 30.1, 12
GET, 30.2, 5
GET, 30.3, 2
GET, 30.4, 2
GET, 30.5, 1
GET, 30.6, 4
GET, 30.7, 8
GET, 30.8, 13
GET, 30.9, 11
GET, 31.0, 10
GET, 31.1, 5
GET, 31.2, 6
GET, 31.3, 2
GET, 31.4, 1
GET, 31.5, 4
GET, 31.6, 1
GET, 31.7, 1
GET, 31.8, 3
GET, 31.9, 3
GET, 32.0, 0
GET, 32.1, 3
GET, 32.2, 2
GET, 32.3, 6
GET, 32.4, 3
GET, 32.5, 9
GET, 32.6, 1
GET, 32.7, 1
GET, 32.8, 1
GET, 32.9, 1
GET, 33.0, 3
GET, 33.1, 5
GET, 33.2, 2
GET, 33.3, 4
GET, 33.4, 0
GET, 33.5, 5
GET, 33.6, 5
GET, 33.7, 4
GET, 33.8, 2
GET, 33.9, 0
GET, 34.0, 2
GET, 34.1, 2
GET, 34.2, 1
GET, 34.3, 2
GET, 34.4, 0
GET, 34.5, 4
GET, 34.6, 4
GET, 34.7, 9
GET, 34.8, 6
GET, 34.9, 5
GET, 35.0, 11
GET, 35.1, 10
GET, 35.2, 5
GET, 35.3, 11
GET, 35.4, 5
GET, 35.5, 4
GET, 35.6, 4
GET, 35.7, 3
GET, 35.8, 5
GET, 35.9, 11
GET, 36.0, 5
GET, 36.1, 9
GET, 36.2, 15
GET, 36.3, 7
GET, 36.4, 9
GET, 36.5, 1
GET, 36.6, 12
GET, 36.7, 12
GET, 36.8, 11
GET, 36.9, 15
GET, 37.0, 13
GET, 37.1, 7
GET, 37.2, 15
GET, 37.3, 8
GET, 37.4, 12
GET, 37.5, 12
GET, 37.6, 16
GET, 37.7, 9
GET, 37.8, 11
GET, 37.9, 7
GET, 38.0, 13
GET, 38.1, 11
GET, 38.2, 14
GET, 38.3, 11
GET, 38.4, 12
GET, 38.5, 11
GET, 38.6, 21
GET, 38.7, 12
GET, 38.8, 12
GET, 38.9, 13
GET, 39.0, 11
GET, 39.1, 20
GET, 39.2, 27
GET, 39.3, 36
GET, 39.4, 44
GET, 39.5, 47
GET, 39.6, 61
GET, 39.7, 96
GET, 39.8, 103
GET, 39.9, 148
GET, 40.0, 179
GET, 40.1, 197
GET, 40.2, 213
GET, 40.3, 203
GET, 40.4, 214
GET, 40.5, 241
GET, 40.6, 230
GET, 40.7, 212
GET, 40.8, 225
GET, 40.9, 229
GET, 41.0, 224
GET, 41.1, 219
GET, 41.2, 248
GET, 41.3, 217
GET, 41.4, 237
GET, 41.5, 208
GET, 41.6, 218
GET, 41.7, 220
GET, 41.8, 218
GET, 41.9, 228
GET, 42.0, 251
GET, 42.1, 221
GET, 42.2, 216
GET, 42.3, 232
GET, 42.4, 201
GET, 42.5, 221
GET, 42.6, 174
GET, 42.7, 201
GET, 42.8, 196
GET, 42.9, 190
GET, 43.0, 234
GET, 43.1, 247
GET, 43.2, 261
GET, 43.3, 211
GET, 43.4, 225
GET, 43.5, 215
GET, 43.6, 221
GET, 43.7, 271
GET, 43.8, 270
GET, 43.9, 265
GET, 44.0, 247
GET, 44.1, 239
GET, 44.2, 230
GET, 44.3, 253
GET, 44.4, 245
GET, 44.5, 235
GET, 44.6, 278
GET, 44.7, 249
GET, 44.8, 252
GET, 44.9, 235
GET, 45.0, 274
GET, 45.1, 278
GET, 45.2, 270
GET, 45.3, 263
GET, 45.4, 273
GET, 45.5, 219
GET, 45.6, 245
GET, 45.7, 310
GET, 45.8, 339
GET, 45.9, 420
GET, 46.0, 509
GET, 46.1, 572
GET, 46.2, 746
GET, 46.3, 905
GET, 46.4, 929
GET, 46.5, 962
GET, 46.6, 880
GET, 46.7, 683
GET, 46.8, 540
GET, 46.9, 423
GET, 47.0, 284
GET, 47.1, 197
GET, 47.2, 172
GET, 47.3, 160
GET, 47.4, 196
GET, 47.5, 153
GET, 47.6, 134
GET, 47.7, 115
GET, 47.8, 94
GET, 47.9, 110
GET, 48.0, 94
GET, 48.1, 83
GET, 48.2, 64
GET, 48.3, 80
GET, 48.4, 83
GET, 48.5, 86
GET, 48.6, 93
GET, 48.7, 74
GET, 48.8, 81
GET, 48.9, 80
GET, 49.0, 76
GET, 49.1, 86
GET, 49.2, 77
GET, 49.3, 83
GET, 49.4, 73
GET, 49.5, 84
GET, 49.6, 86
GET, 49.7, 93
GET, 49.8, 71
GET, 49.9, 66
GET, 50.0, 74
GET, 50.1, 63
GET, 50.2, 95
GET, 50.3, 98
GET, 50.4, 86
GET, 50.5, 106
GET, 50.6, 112
GET, 50.7, 114
GET, 50.8, 140
GET, 50.9, 118
GET, 51.0, 111
GET, 51.1, 111
GET, 51.2, 113
GET, 51.3, 119
GET, 51.4, 133
GET, 51.5, 131
GET, 51.6, 123
GET, 51.7, 116
GET, 51.8, 158
GET, 51.9, 121
GET, 52.0, 119
GET, 52.1, 100
GET, 52.2, 116
GET, 52.3, 117
GET, 52.4, 130
GET, 52.5, 104
GET, 52.6, 113
GET, 52.7, 117
GET, 52.8, 97
GET, 52.9, 116
GET, 53.0, 106
GET, 53.1, 126
GET, 53.2, 123
GET, 53.3, 130
GET, 53.4, 134
GET, 53.5, 149
GET, 53.6, 145
GET, 53.7, 130
GET, 53.8, 126
GET, 53.9, 136
GET, 54.0, 137
GET, 54.1, 129
GET, 54.2, 142
GET, 54.3, 119
GET, 54.4, 127
GET, 54.5, 150
GET, 54.6, 169
GET, 54.7, 159
GET, 54.8, 162
GET, 54.9, 178
GET, 55.0, 222
GET, 55.1, 315
GET, 55.2, 355
GET, 55.3, 381
GET, 55.4, 426
GET, 55.5, 454
GET, 55.6, 512
GET, 55.7, 498
GET, 55.8, 526
GET, 55.9, 501
GET, 56.0, 569
GET, 56.1, 592
GET, 56.2, 599
GET, 56.3, 569
GET, 56.4, 635
GET, 56.5, 537
GET, 56.6, 603
GET, 56.7, 703
GET, 56.8, 690
GET, 56.9, 749
GET, 57.0, 770
GET, 57.1, 696
GET, 57.2, 679
GET, 57.3, 616
GET, 57.4, 619
GET, 57.5, 653
GET, 57.6, 661
GET, 57.7, 656
GET, 57.8, 619
GET, 57.9, 590
GET, 58.0, 582
GET, 58.1, 602
GET, 58.2, 577
GET, 58.3, 589
GET, 58.4, 567
GET, 58.5, 585
GET, 58.6, 580
GET, 58.7, 603
GET, 58.8, 573
GET, 58.9, 567
GET, 59.0, 592
GET, 59.1, 594
GET, 59.2, 528
GET, 59.3, 558
GET, 59.4, 556
GET, 59.5, 611
GET, 59.6, 624
GET, 59.7, 654
GET, 59.8, 649
GET, 59.9, 582
GET, 60.0, 605
GET, 60.1, 566
GET, 60.2, 558
GET, 60.3, 640
GET, 60.4, 607
GET, 60.5, 592
GET, 60.6, 624
GET, 60.7, 573
GET, 60.8, 576
GET, 60.9, 577
GET, 61.0, 601
GET, 61.1, 589
GET, 61.2, 623
GET, 61.3, 696
GET, 61.4, 826
GET, 61.5, 1073
GET, 61.6, 1302
GET, 61.7, 1615
GET, 61.8, 1692
GET, 61.9, 1752
GET, 62.0, 1504
GET, 62.1, 1175
GET, 62.2, 846
GET, 62.3, 560
GET, 62.4, 381
GET, 62.5, 251
GET, 62.6, 245
GET, 62.7, 141
GET, 62.8, 122
GET, 62.9, 115
GET, 63.0, 107
GET, 63.1, 111
GET, 63.2, 108
GET, 63.3, 100
GET, 63.4, 103
GET, 63.5, 115
GET, 63.6, 115
GET, 63.7, 107
GET, 63.8, 115
GET, 63.9, 100
GET, 64.0, 116
GET, 64.1, 107
GET, 64.2, 117
GET, 64.3, 105
GET, 64.4, 112
GET, 64.5, 113
GET, 64.6, 124
GET, 64.7, 98
GET, 64.8, 113
GET, 64.9, 110
GET, 65.0, 95
GET, 65.1, 109
GET, 65.2, 114
GET, 65.3, 147
GET, 65.4, 103
GET, 65.5, 123
GET, 65.6, 126
GET, 65.7, 118
GET, 65.8, 98
GET, 65.9, 125
GET, 66.0, 98
GET, 66.1, 102
GET, 66.2, 109
GET, 66.3, 102
GET, 66.4, 94
GET, 66.5, 137
GET, 66.6, 121
GET, 66.7, 120
GET, 66.8, 126
GET, 66.9, 108
GET, 67.0, 94
GET, 67.1, 112
GET, 67.2, 80
GET, 67.3, 100
GET, 67.4, 80
GET, 67.5, 84
GET, 67.6, 92
GET, 67.7, 97
GET, 67.8, 87
GET, 67.9, 72
GET, 68.0, 65
GET, 68.1, 70
GET, 68.2, 69
GET, 68.3, 60
GET, 68.4, 54
GET, 68.5, 56
GET, 68.6, 41
GET, 68.7, 49
GET, 68.8, 50
GET, 68.9, 39
GET, 69.0, 30
GET, 69.1, 54
GET, 69.2, 55
GET, 69.3, 41
GET, 69.4, 44
GET, 69.5, 48
GET, 69.6, 47
GET, 69.7, 44
GET, 69.8, 31
GET, 69.9, 32
GET, 70.0, 38
GET, 70.1, 40
GET, 70.2, 37
GET, 70.3, 35
GET, 70.4, 41
GET, 70.5, 51
GET, 70.6, 48
GET, 70.7, 55
GET, 70.8, 67
GET, 70.9, 78
GET, 71.0, 91
GET, 71.1, 71
GET, 71.2, 113
GET, 71.3, 104
GET, 71.4, 132
GET, 71.5, 113
GET, 71.6, 113
GET, 71.7, 108
GET, 71.8, 96
GET, 71.9, 109
GET, 72.0, 122
GET, 72.1, 126
GET, 72.2, 143
GET, 72.3, 118
GET, 72.4, 128
GET, 72.5, 139
GET, 72.6, 136
GET, 72.7, 128
GET, 72.8, 112
GET, 72.9, 125
GET, 73.0, 140
GET, 73.1, 106
GET, 73.2, 111
GET, 73.3, 122
GET, 73.4, 115
GET, 73.5, 91
GET, 73.6, 92
GET, 73.7, 89
GET, 73.8, 108
GET, 73.9, 99
GET, 74.0, 89
GET, 74.1, 100
GET, 74.2, 111
GET, 74.3, 112
GET, 74.4, 141
GET, 74.5, 105
GET, 74.6, 100
GET, 74.7, 111
GET, 74.8, 115
GET, 74.9, 99
GET, 75.0, 138
GET, 75.1, 121
GET, 75.2, 125
GET, 75.3, 97
GET, 75.4, 135
GET, 75.5, 125
GET, 75.6, 100
GET, 75.7, 117
GET, 75.8, 109
GET, 75.9, 122
GET, 76.0, 90
GET, 76.1, 78
GET, 76.2, 113
GET, 76.3, 113
GET, 76.4, 128
GET, 76.5, 111
GET, 76.6, 104
GET, 76.7, 94
GET, 76.8, 127
GET, 76.9, 144
GET, 77.0, 163
GET, 77.1, 180
GET, 77.2, 251
GET, 77.3, 279
GET, 77.4, 286
GET, 77.5, 251
GET, 77.6, 251
GET, 77.7, 162
GET, 77.8, 116
GET, 77.9, 126
GET, 78.0, 102
GET, 78.1, 56
GET, 78.2, 44
GET, 78.3, 33
GET, 78.4, 35
GET, 78.5, 37
GET, 78.6, 35
GET, 78.7, 42
GET, 78.8, 38
GET, 78.9, 29
GET, 79.0, 27
GET, 79.1, 32
GET, 79.2, 22
GET, 79.3, 38
GET, 79.4, 37
GET, 79.5, 30
GET, 79.6, 14
GET, 79.7, 29
GET, 79.8, 33
GET, 79.9, 22
GET, 80.0, 27
GET, 80.1, 31
GET, 80.2, 19
GET, 80.3, 30
GET, 80.4, 18
GET, 80.5, 26
GET, 80.6, 29
GET, 80.7, 27
GET, 80.8, 34
GET, 80.9, 20
GET, 81.0, 36
GET, 81.1, 22
GET, 81.2, 15
GET, 81.3, 20
GET, 81.4, 23
GET, 81.5, 18
GET, 81.6, 22
GET, 81.7, 15
GET, 81.8, 28
GET, 81.9, 32
GET, 82.0, 28
GET, 82.1, 37
GET, 82.2, 35
GET, 82.3, 24
GET, 82.4, 28
GET, 82.5, 37
GET, 82.6, 24
GET, 82.7, 31
GET, 82.8, 47
GET, 82.9, 24
GET, 83.0, 33
GET, 83.1, 24
GET, 83.2, 31
GET, 83.3, 21
GET, 83.4, 28
GET, 83.5, 28
GET, 83.6, 14
GET, 83.7, 17
GET, 83.8, 11
GET, 83.9, 16
GET, 84.0, 14
GET, 84.1, 9
GET, 84.2, 9
GET, 84.3, 13
GET, 84.4, 11
GET, 84.5, 9
GET, 84.6, 17
GET, 84.7, 8
GET, 84.8, 13
GET, 84.9, 14
GET, 85.0, 6
GET, 85.1, 13
GET, 85.2, 11
GET, 85.3, 12
GET, 85.4, 14
GET, 85.5, 9
GET, 85.6, 11
GET, 85.7, 11
GET, 85.8, 8
GET, 85.9, 12
GET, 86.0, 19
GET, 86.1, 14
GET, 86.2, 20
GET, 86.3, 15
GET, 86.4, 25
GET, 86.5, 20
GET, 86.6, 23
GET, 86.7, 21
GET, 86.8, 41
GET, 86.9, 28
GET, 87.0, 32
GET, 87.1, 28
GET, 87.2, 44
GET, 87.3, 34
GET, 87.4, 22
GET, 87.5, 47
GET, 87.6, 30
GET, 87.7, 29
GET, 87.8, 24
GET, 87.9, 32
GET, 88.0, 36
GET, 88.1, 37
GET, 88.2, 49
GET, 88.3, 43
GET, 88.4, 33
GET, 88.5, 36
GET, 88.6, 41
GET, 88.7, 33
GET, 88.8, 25
GET, 88.9, 26
GET, 89.0, 19
GET, 89.1, 29
GET, 89.2, 33
GET, 89.3, 36
GET, 89.4, 22
GET, 89.5, 27
GET, 89.6, 37
GET, 89.7, 42
GET, 89.8, 36
GET, 89.9, 46
GET, 90.0, 32
GET, 90.1, 31
GET, 90.2, 30
GET, 90.3, 20
GET, 90.4, 30
GET, 90.5, 28
GET, 90.6, 31
GET, 90.7, 21
GET, 90.8, 31
GET, 90.9, 31
GET, 91.0, 32
GET, 91.1, 33
GET, 91.2, 27
GET, 91.3, 34
GET, 91.4, 23
GET, 91.5, 13
GET, 91.6, 25
GET, 91.7, 32
GET, 91.8, 26
GET, 91.9, 23
GET, 92.0, 30
GET, 92.1, 37
GET, 92.2, 21
GET, 92.3, 27
GET, 92.4, 27
GET, 92.5, 21
GET, 92.6, 33
GET, 92.7, 48
GET, 92.8, 72
GET, 92.9, 73
GET, 93.0, 97
GET, 93.1, 94
GET, 93.2, 93
GET, 93.3, 68
GET, 93.4, 60
GET, 93.5, 50
GET, 93.6, 32
GET, 93.7, 24
GET, 93.8, 19
GET, 93.9, 16
GET, 94.0, 17
GET, 94.1, 7
GET, 94.2, 8
GET, 94.3, 4
GET, 94.4, 9
GET, 94.5, 4
GET, 94.6, 10
GET, 94.7, 8
GET, 94.8, 12
GET, 94.9, 11
GET, 95.0, 17
GET, 95.1, 18
GET, 95.2, 23
GET, 95.3, 13
GET, 95.4, 11
GET, 95.5, 13
GET, 95.6, 11
GET, 95.7, 6
GET, 95.8, 22
GET, 95.9, 8
GET, 96.0, 13
GET, 96.1, 11
GET, 96.2, 6
GET, 96.3, 6
GET, 96.4, 9
GET, 96.5, 18
GET, 96.6, 8
GET, 96.7, 7
GET, 96.8, 11
GET, 96.9, 7
GET, 97.0, 5
GET, 97.1, 8
GET, 97.2, 8
GET, 97.3, 7
GET, 97.4, 11
GET, 97.5, 6
GET, 97.6, 10
GET, 97.7, 8
GET, 97.8, 9
GET, 97.9, 9
GET, 98.0, 20
GET, 98.1, 14
GET, 98.2, 5
GET, 98.3, 9
GET, 98.4, 7
GET, 98.5, 11
GET, 98.6, 14
GET, 98.7, 13
GET, 98.8, 4
GET, 98.9, 6
GET, 99.0, 6
GET, 99.1, 2
GET, 99.2, 6
GET, 99.3, 8
GET, 99.4, 5
GET, 99.5, 6
GET, 99.6, 6
GET, 99.7, 6
GET, 99.8, 5
GET, 99.9, 7
GET, 100.0, 4
GET, 100.1, 6
GET, 100.2, 3
GET, 100.3, 6
GET, 100.4, 2
GET, 100.5, 2
GET, 100.6, 1
GET, 100.7, 1
GET, 100.8, 2
GET, 100.9, 5
GET, 101.0, 6
GET, 101.1, 6
GET, 101.2, 2
GET, 101.3, 4
GET, 101.4, 5
GET, 101.5, 7
GET, 101.6, 8
GET, 101.7, 1
GET, 101.8, 7
GET, 101.9, 2
GET, 102.0, 11
GET, 102.1, 9
GET, 102.2, 11
GET, 102.3, 7
GET, 102.4, 11
GET, 102.5, 8
GET, 102.6, 6
GET, 102.7, 8
GET, 102.8, 11
GET, 102.9, 15
GET, 103.0, 16
GET, 103.1, 16
GET, 103.2, 17
GET, 103.3, 18
GET, 103.4, 13
GET, 103.5, 16
GET, 103.6, 13
GET, 103.7, 19
GET, 103.8, 21
GET, 103.9, 18
GET, 104.0, 17
GET, 104.1, 17
GET, 104.2, 13
GET, 104.3, 10
GET, 104.4, 13
GET, 104.5, 13
GET, 104.6, 21
GET, 104.7, 15
GET, 104.8, 18
GET, 104.9, 13
GET, 105.0, 12
GET, 105.1, 16
GET, 105.2, 8
GET, 105.3, 16
GET, 105.4, 16
