2018-11-13 17:49:30 (7221340145344) INFO  - START: Middleware listening on address 10.0.0.4:8888.
2018-11-13 17:50:55 (7307040437203) STATS -  5.00, 5146, 10, 2.916659, 6.088773, 9.359979, 9.359979, 0.000000, 0.000000, 25731, 0, 0, 0.00, 0.00, 0
2018-11-13 17:50:56 (7307167845634) STATS - 10.00, 6214, 8, 2.028645, 5.793948, 7.967215, 7.967215, 0.000000, 0.000000, 31072, 0, 0, 0.00, 0.00, 0
2018-11-13 17:50:56 (7307405744901) STATS - 15.00, 6533, 7, 1.700940, 5.703216, 7.537886, 7.537886, 0.000000, 0.000000, 32666, 0, 0, 0.00, 0.00, 0
2018-11-13 17:50:56 (7307511546299) STATS - 20.00, 6485, 7, 1.774763, 5.560323, 7.527773, 7.527773, 0.000000, 0.000000, 32425, 0, 0, 0.00, 0.00, 0
2018-11-13 17:50:56 (7307614565016) STATS - 25.00, 6127, 7, 2.020577, 5.825090, 8.106219, 8.106219, 0.000000, 0.000000, 30638, 0, 0, 0.00, 0.00, 0
2018-11-13 17:50:56 (7307711010440) STATS - 30.00, 6103, 8, 2.179936, 5.802801, 8.110511, 8.110511, 0.000000, 0.000000, 30515, 0, 0, 0.00, 0.00, 0
2018-11-13 17:50:56 (7307800135450) STATS - 35.00, 6243, 6, 1.785732, 5.995239, 7.917655, 7.917655, 0.000000, 0.000000, 31217, 0, 0, 0.00, 0.00, 0
2018-11-13 17:50:56 (7307890610100) STATS - 40.00, 6471, 6, 1.695638, 5.752657, 7.586633, 7.586633, 0.000000, 0.000000, 32357, 0, 0, 0.00, 0.00, 0
2018-11-13 17:50:56 (7307969507410) STATS - 45.00, 6369, 6, 1.692164, 6.023177, 7.843461, 7.843461, 0.000000, 0.000000, 31846, 0, 0, 0.00, 0.00, 0
2018-11-13 17:50:56 (7308055531429) STATS - 50.00, 6284, 7, 1.806465, 5.885968, 7.880073, 7.880073, 0.000000, 0.000000, 31420, 0, 0, 0.00, 0.00, 0
2018-11-13 17:50:56 (7308130164415) STATS - 55.00, 6369, 6, 1.683100, 6.035392, 7.911310, 7.911310, 0.000000, 0.000000, 31845, 0, 0, 0.00, 0.00, 0
2018-11-13 17:50:57 (7308198258909) STATS - 60.00, 6319, 6, 1.717940, 6.001926, 7.917474, 7.917474, 0.000000, 0.000000, 31596, 0, 0, 0.00, 0.00, 0
2018-11-13 17:50:57 (7308257112232) STATS - 65.00, 6253, 8, 2.064071, 5.761926, 7.968047, 7.968047, 0.000000, 0.000000, 31265, 0, 0, 0.00, 0.00, 0
2018-11-13 17:50:57 (7308298329839) STATS - 70.00, 6461, 8, 2.003086, 5.634335, 7.732214, 7.732214, 0.000000, 0.000000, 32305, 0, 0, 0.00, 0.00, 0
2018-11-13 17:50:57 (7308307869719) STATS - 70.00, 228, 5, 1.393236, 4.709129, 6.143080, 6.143080, 0.000000, 0.000000, 1141, 0, 0, 0.00, 0.00, 0
2018-11-13 17:50:57 (7308746334058) STATS - Interval, Responses
2018-11-13 17:50:57 (7308746684268) STATS - 0.1, 0
2018-11-13 17:50:57 (7308746847273) STATS - 0.2, 0
2018-11-13 17:50:57 (7308747046879) STATS - 0.3, 0
2018-11-13 17:50:57 (7308747200583) STATS - 0.4, 0
2018-11-13 17:50:57 (7308747374889) STATS - 0.5, 1
2018-11-13 17:50:57 (7308747553394) STATS - 0.6, 41
2018-11-13 17:50:57 (7308747725899) STATS - 0.7, 231
2018-11-13 17:50:57 (7308747877603) STATS - 0.8, 575
2018-11-13 17:50:57 (7308748044408) STATS - 0.9, 1046
2018-11-13 17:50:57 (7308748253414) STATS - 1.0, 1561
2018-11-13 17:50:57 (7308748408019) STATS - 1.1, 1856
2018-11-13 17:50:57 (7308748558323) STATS - 1.2, 2017
2018-11-13 17:50:57 (7308748709128) STATS - 1.3, 2270
2018-11-13 17:50:57 (7308748875632) STATS - 1.4, 2339
2018-11-13 17:50:57 (7308749040237) STATS - 1.5, 2470
2018-11-13 17:50:57 (7308756367152) STATS - 1.6, 2509
2018-11-13 17:50:57 (7308756646760) STATS - 1.7, 2444
2018-11-13 17:50:57 (7308756805665) STATS - 1.8, 2543
2018-11-13 17:50:57 (7308756971770) STATS - 1.9, 2609
2018-11-13 17:50:57 (7308757116674) STATS - 2.0, 2621
2018-11-13 17:50:57 (7308757267078) STATS - 2.1, 2668
2018-11-13 17:50:57 (7308757415083) STATS - 2.2, 2583
2018-11-13 17:50:57 (7308757577587) STATS - 2.3, 2552
2018-11-13 17:50:57 (7308757759793) STATS - 2.4, 2634
2018-11-13 17:50:57 (7308758244507) STATS - 2.5, 2570
2018-11-13 17:50:57 (7308758476114) STATS - 2.6, 2519
2018-11-13 17:50:57 (7308758721421) STATS - 2.7, 2633
2018-11-13 17:50:57 (7308758891326) STATS - 2.8, 2703
2018-11-13 17:50:57 (7308759052430) STATS - 2.9, 2634
2018-11-13 17:50:57 (7308759192635) STATS - 3.0, 2628
2018-11-13 17:50:57 (7308759339139) STATS - 3.1, 2581
2018-11-13 17:50:57 (7308766457747) STATS - 3.2, 2655
2018-11-13 17:50:57 (7308766675154) STATS - 3.3, 2649
2018-11-13 17:50:57 (7308766868359) STATS - 3.4, 2775
2018-11-13 17:50:57 (7308767055065) STATS - 3.5, 2700
2018-11-13 17:50:57 (7308767246570) STATS - 3.6, 2786
2018-11-13 17:50:57 (7308767493578) STATS - 3.7, 2608
2018-11-13 17:50:57 (7308767811587) STATS - 3.8, 2707
2018-11-13 17:50:57 (7308767965091) STATS - 3.9, 2738
2018-11-13 17:50:57 (7308768148997) STATS - 4.0, 2710
2018-11-13 17:50:57 (7308768299601) STATS - 4.1, 2500
2018-11-13 17:50:57 (7308768449906) STATS - 4.2, 2676
2018-11-13 17:50:57 (7308768603510) STATS - 4.3, 2891
2018-11-13 17:50:57 (7308768755115) STATS - 4.4, 2922
2018-11-13 17:50:57 (7308768932120) STATS - 4.5, 2978
