2018-11-13 17:35:42 (6373679122207) INFO  - START: Middleware listening on address 10.0.0.11:8888.
2018-11-13 17:37:05 (6456044699510) STATS -  5.00, 2255, 0, 0.297983, 2.060194, 2.449896, 2.449896, 0.000000, 0.000000, 11277, 0, 0, 0.00, 0.00, 0
2018-11-13 17:37:05 (6456184201826) STATS - 10.00, 2697, 0, 0.155802, 1.608562, 1.874513, 1.874513, 0.000000, 0.000000, 13489, 0, 0, 0.00, 0.00, 0
2018-11-13 17:37:05 (6456232827938) STATS - 15.00, 2622, 0, 0.150098, 1.688887, 1.925844, 1.925844, 0.000000, 0.000000, 13113, 0, 0, 0.00, 0.00, 0
2018-11-13 17:37:05 (6456264929040) STATS - 20.00, 2764, 0, 0.137893, 1.596304, 1.822575, 1.822575, 0.000000, 0.000000, 13820, 0, 0, 0.00, 0.00, 0
2018-11-13 17:37:05 (6456304471981) STATS - 25.00, 2731, 0, 0.156732, 1.573306, 1.832154, 1.832154, 0.000000, 0.000000, 13659, 0, 0, 0.00, 0.00, 0
2018-11-13 17:37:05 (6456342625597) STATS - 30.00, 2792, 0, 0.134028, 1.571872, 1.792554, 1.792554, 0.000000, 0.000000, 13964, 0, 0, 0.00, 0.00, 0
2018-11-13 17:37:05 (6456371920146) STATS - 35.00, 2752, 0, 0.146669, 1.597662, 1.837277, 1.837277, 0.000000, 0.000000, 13762, 0, 0, 0.00, 0.00, 0
2018-11-13 17:37:05 (6456393079943) STATS - 40.00, 2780, 0, 0.139768, 1.538945, 1.762705, 1.762705, 0.000000, 0.000000, 13904, 0, 0, 0.00, 0.00, 0
2018-11-13 17:37:05 (6456413076318) STATS - 45.00, 2715, 0, 0.137223, 1.658581, 1.885170, 1.885170, 0.000000, 0.000000, 13576, 0, 0, 0.00, 0.00, 0
2018-11-13 17:37:05 (6456432742087) STATS - 50.00, 2779, 0, 0.140834, 1.586527, 1.820269, 1.820269, 0.000000, 0.000000, 13897, 0, 0, 0.00, 0.00, 0
2018-11-13 17:37:05 (6456452092150) STATS - 55.00, 2765, 0, 0.139385, 1.548928, 1.792546, 1.792546, 0.000000, 0.000000, 13828, 0, 0, 0.00, 0.00, 0
2018-11-13 17:37:05 (6456463810269) STATS - 60.00, 2702, 0, 0.128482, 1.669171, 1.882653, 1.882653, 0.000000, 0.000000, 13514, 0, 0, 0.00, 0.00, 0
2018-11-13 17:37:05 (6456482267915) STATS - 65.00, 2700, 0, 0.138064, 1.638127, 1.864931, 1.864931, 0.000000, 0.000000, 13500, 0, 0, 0.00, 0.00, 0
2018-11-13 17:37:05 (6456493427125) STATS - 70.00, 2722, 0, 0.139012, 1.669452, 1.893522, 1.893522, 0.000000, 0.000000, 13610, 0, 0, 0.00, 0.00, 0
2018-11-13 17:37:05 (6456501903884) STATS - 70.00, 57, 0, 0.092398, 1.956565, 2.132031, 2.132031, 0.000000, 0.000000, 287, 0, 0, 0.00, 0.00, 0
2018-11-13 17:37:05 (6456759846620) STATS - Interval, Responses
2018-11-13 17:37:05 (6456760162226) STATS - 0.1, 0
2018-11-13 17:37:05 (6456760307329) STATS - 0.2, 0
2018-11-13 17:37:05 (6456760497933) STATS - 0.3, 0
2018-11-13 17:37:05 (6456760670336) STATS - 0.4, 0
2018-11-13 17:37:05 (6456760839139) STATS - 0.5, 5
2018-11-13 17:37:05 (6456761033943) STATS - 0.6, 1317
2018-11-13 17:37:05 (6456761183545) STATS - 0.7, 7764
2018-11-13 17:37:05 (6456761367849) STATS - 0.8, 15141
2018-11-13 17:37:05 (6456761584553) STATS - 0.9, 20294
2018-11-13 17:37:05 (6456761734056) STATS - 1.0, 23443
2018-11-13 17:37:05 (6456761908859) STATS - 1.1, 23282
2018-11-13 17:37:05 (6456762079962) STATS - 1.2, 19651
2018-11-13 17:37:05 (6456762257466) STATS - 1.3, 14524
2018-11-13 17:37:05 (6456769454100) STATS - 1.4, 10432
2018-11-13 17:37:05 (6456769626404) STATS - 1.5, 7060
2018-11-13 17:37:05 (6456769808707) STATS - 1.6, 4958
2018-11-13 17:37:05 (6456770097313) STATS - 1.7, 3803
2018-11-13 17:37:05 (6456770265816) STATS - 1.8, 2903
2018-11-13 17:37:05 (6456770421319) STATS - 1.9, 2220
2018-11-13 17:37:05 (6456770586022) STATS - 2.0, 1780
2018-11-13 17:37:05 (6456770774425) STATS - 2.1, 1379
2018-11-13 17:37:05 (6456770931428) STATS - 2.2, 1148
2018-11-13 17:37:05 (6456771096031) STATS - 2.3, 830
2018-11-13 17:37:05 (6456771311535) STATS - 2.4, 775
2018-11-13 17:37:05 (6456771779144) STATS - 2.5, 625
2018-11-13 17:37:05 (6456771960447) STATS - 2.6, 614
2018-11-13 17:37:05 (6456772183252) STATS - 2.7, 513
2018-11-13 17:37:05 (6456772325354) STATS - 2.8, 471
2018-11-13 17:37:05 (6456779506489) STATS - 2.9, 426
2018-11-13 17:37:05 (6456779815095) STATS - 3.0, 332
2018-11-13 17:37:05 (6456779935897) STATS - 3.1, 293
2018-11-13 17:37:05 (6456780104500) STATS - 3.2, 239
2018-11-13 17:37:05 (6456780260703) STATS - 3.3, 248
2018-11-13 17:37:05 (6456780402206) STATS - 3.4, 213
2018-11-13 17:37:05 (6456780559809) STATS - 3.5, 215
2018-11-13 17:37:05 (6456780713412) STATS - 3.6, 181
2018-11-13 17:37:05 (6456780842414) STATS - 3.7, 183
2018-11-13 17:37:05 (6456781040218) STATS - 3.8, 206
2018-11-13 17:37:05 (6456781218121) STATS - 3.9, 182
2018-11-13 17:37:05 (6456781350624) STATS - 4.0, 205
2018-11-13 17:37:05 (6456781477926) STATS - 4.1, 181
2018-11-13 17:37:05 (6456781626429) STATS - 4.2, 177
2018-11-13 17:37:05 (6456781746031) STATS - 4.3, 163
2018-11-13 17:37:05 (6456781872833) STATS - 4.4, 176
2018-11-13 17:37:05 (6456782015536) STATS - 4.5, 169
2018-11-13 17:37:05 (6456782173239) STATS - 4.6, 152
2018-11-13 17:37:05 (6456789507476) STATS - 4.7, 198
