Elapsed Time, AVG Throughput, AVG Queue Size, AVG Waiting Time, AVG Service Time, AVG Response Time, AVG SET Response Time, AVG GET Response Time, AVG MULTI-GET Response Time, #SETS, #GETS, #MULTIGETS, GET MissRatio, MULTI-GET MissRatio, AVG MULTI-GET Size
 5.00, 4067, 18, 4.734238, 3.328260, 8.155950, 8.155950, 0.000000, 0.000000, 20338, 0, 0, 0.00, 0.00, 0
10.00, 4742, 18, 3.991894, 3.007561, 7.074047, 7.074047, 0.000000, 0.000000, 23714, 0, 0, 0.00, 0.00, 0
15.00, 4674, 18, 4.175768, 2.935976, 7.186413, 7.186413, 0.000000, 0.000000, 23371, 0, 0, 0.00, 0.00, 0
20.00, 4783, 18, 3.884400, 2.687244, 6.642967, 6.642967, 0.000000, 0.000000, 23916, 0, 0, 0.00, 0.00, 0
25.00, 4786, 18, 4.047517, 2.919295, 7.026079, 7.026079, 0.000000, 0.000000, 23930, 0, 0, 0.00, 0.00, 0
30.00, 4890, 18, 3.886468, 2.820676, 6.790935, 6.790935, 0.000000, 0.000000, 24452, 0, 0, 0.00, 0.00, 0
35.00, 4452, 18, 4.622553, 3.286651, 7.985377, 7.985377, 0.000000, 0.000000, 22263, 0, 0, 0.00, 0.00, 0
40.00, 4722, 18, 4.190428, 3.035837, 7.302280, 7.302280, 0.000000, 0.000000, 23611, 0, 0, 0.00, 0.00, 0
45.00, 4678, 18, 4.192540, 3.042458, 7.312743, 7.312743, 0.000000, 0.000000, 23392, 0, 0, 0.00, 0.00, 0
50.00, 4604, 18, 4.196019, 3.078720, 7.346325, 7.346325, 0.000000, 0.000000, 23021, 0, 0, 0.00, 0.00, 0
55.00, 4666, 18, 4.252856, 3.087878, 7.426786, 7.426786, 0.000000, 0.000000, 23333, 0, 0, 0.00, 0.00, 0
60.00, 4812, 18, 3.910002, 2.738052, 6.711557, 6.711557, 0.000000, 0.000000, 24063, 0, 0, 0.00, 0.00, 0
65.00, 4721, 18, 4.189992, 3.005986, 7.259735, 7.259735, 0.000000, 0.000000, 23605, 0, 0, 0.00, 0.00, 0
70.00, 4662, 18, 4.184154, 3.016228, 7.268941, 7.268941, 0.000000, 0.000000, 23312, 0, 0, 0.00, 0.00, 0
70.00, 119, 3, 0.822067, 2.087664, 3.141583, 3.141583, 0.000000, 0.000000, 597, 0, 0, 0.00, 0.00, 0
Interval, Responses
0.1, 0
0.2, 0
0.3, 0
0.4, 0
0.5, 2
0.6, 60
0.7, 362
0.8, 1059
0.9, 1776
1.0, 2227
1.1, 2528
1.2, 2481
1.3, 2322
1.4, 2218
1.5, 2214
1.6, 2258
1.7, 2327
1.8, 2318
1.9, 2310
2.0, 2422
2.1, 2467
2.2, 2536
2.3, 2570
2.4, 2612
2.5, 2654
2.6, 2688
2.7, 2802
2.8, 2814
2.9, 2828
3.0, 2804
3.1, 2809
3.2, 2781
3.3, 2900
3.4, 2846
3.5, 2800
3.6, 2800
3.7, 2623
3.8, 2633
3.9, 2437
4.0, 2633
4.1, 2572
4.2, 2522
4.3, 2528
4.4, 2479
4.5, 2401
4.6, 2494
4.7, 2517
4.8, 2461
4.9, 2379
5.0, 2440
5.1, 2344
5.2, 2432
5.3, 2420
5.4, 2419
5.5, 2489
5.6, 2411
5.7, 2429
5.8, 2533
5.9, 2601
6.0, 2544
6.1, 2508
6.2, 2433
6.3, 2450
6.4, 2696
6.5, 2556
6.6, 2583
6.7, 2515
6.8, 2508
6.9, 2447
7.0, 2457
7.1, 2456
7.2, 2490
7.3, 2641
7.4, 2679
7.5, 2697
7.6, 2877
7.7, 2964
7.8, 3327
7.9, 3357
8.0, 3366
8.1, 3440
8.2, 3359
8.3, 3312
8.4, 3238
8.5, 3136
8.6, 3276
8.7, 3395
8.8, 3456
8.9, 3521
9.0, 3547
9.1, 3824
9.2, 3931
9.3, 4168
9.4, 4719
9.5, 5038
9.6, 5650
9.7, 5451
9.8, 4939
9.9, 4387
10.0, 3648
10.1, 3219
10.2, 2948
10.3, 2695
10.4, 2474
10.5, 2358
10.6, 2212
10.7, 2009
10.8, 1879
10.9, 1777
11.0, 1600
11.1, 1446
11.2, 1397
11.3, 1303
11.4, 1194
11.5, 1052
11.6, 1088
11.7, 949
11.8, 1025
11.9, 997
12.0, 854
12.1, 868
12.2, 753
12.3, 665
12.4, 722
12.5, 653
12.6, 695
12.7, 674
12.8, 644
12.9, 616
13.0, 580
13.1, 548
13.2, 539
13.3, 539
13.4, 503
13.5, 519
13.6, 428
13.7, 502
13.8, 520
13.9, 510
14.0, 461
14.1, 493
14.2, 426
14.3, 433
14.4, 386
14.5, 365
14.6, 425
14.7, 405
14.8, 396
14.9, 376
15.0, 391
15.1, 336
15.2, 369
15.3, 323
15.4, 284
15.5, 289
