Elapsed Time, AVG Throughput, AVG Queue Size, AVG Waiting Time, AVG Service Time, AVG Response Time, AVG SET Response Time, AVG GET Response Time, AVG MULTI-GET Response Time, #SETS, #GETS, #MULTIGETS, GET MissRatio, MULTI-GET MissRatio, AVG MULTI-GET Size
 5.00, 4676, 39, 8.610423, 5.658815, 14.491148, 14.491148, 0.000000, 0.000000, 23380, 0, 0, 0.00, 0.00, 0
10.00, 5511, 40, 7.748804, 5.184736, 13.126951, 13.126951, 0.000000, 0.000000, 27558, 0, 0, 0.00, 0.00, 0
15.00, 5637, 40, 7.482606, 5.110374, 12.743151, 12.743151, 0.000000, 0.000000, 28186, 0, 0, 0.00, 0.00, 0
20.00, 5553, 43, 8.021838, 5.218609, 13.379842, 13.379842, 0.000000, 0.000000, 27765, 0, 0, 0.00, 0.00, 0
25.00, 5227, 43, 8.936542, 5.611386, 14.656935, 14.656935, 0.000000, 0.000000, 26139, 0, 0, 0.00, 0.00, 0
30.00, 5592, 43, 8.067568, 5.169341, 13.390787, 13.390787, 0.000000, 0.000000, 27963, 0, 0, 0.00, 0.00, 0
35.00, 5385, 42, 8.304683, 5.292229, 13.756450, 13.756450, 0.000000, 0.000000, 26927, 0, 0, 0.00, 0.00, 0
40.00, 5558, 43, 8.380110, 5.273314, 13.778848, 13.778848, 0.000000, 0.000000, 27793, 0, 0, 0.00, 0.00, 0
45.00, 5581, 42, 7.871967, 5.147022, 13.162621, 13.162621, 0.000000, 0.000000, 27907, 0, 0, 0.00, 0.00, 0
50.00, 5669, 41, 7.697516, 5.111097, 12.938092, 12.938092, 0.000000, 0.000000, 28346, 0, 0, 0.00, 0.00, 0
55.00, 5560, 42, 7.913107, 5.189928, 13.221767, 13.221767, 0.000000, 0.000000, 27801, 0, 0, 0.00, 0.00, 0
60.00, 5543, 43, 8.144421, 5.203622, 13.502231, 13.502231, 0.000000, 0.000000, 27718, 0, 0, 0.00, 0.00, 0
65.00, 5666, 41, 7.591091, 5.114362, 12.841369, 12.841369, 0.000000, 0.000000, 28330, 0, 0, 0.00, 0.00, 0
70.00, 5551, 43, 8.033173, 5.208349, 13.371842, 13.371842, 0.000000, 0.000000, 27755, 0, 0, 0.00, 0.00, 0
70.00, 168, 14, 3.430887, 4.347829, 8.030665, 8.030665, 0.000000, 0.000000, 840, 0, 0, 0.00, 0.00, 0
Type, Interval, Responses
SET, 23.2, 360
SET, 23.3, 379
SET, 23.4, 318
SET, 23.5, 366
SET, 23.6, 335
SET, 23.7, 286
SET, 23.8, 288
SET, 23.9, 268
SET, 24.0, 261
SET, 24.1, 266
SET, 24.2, 260
SET, 24.3, 233
SET, 24.4, 222
SET, 24.5, 241
SET, 24.6, 241
SET, 24.7, 201
SET, 24.8, 185
SET, 24.9, 202
SET, 25.0, 183
SET, 25.1, 213
SET, 25.2, 174
SET, 25.3, 175
SET, 25.4, 175
SET, 25.5, 167
SET, 25.6, 155
SET, 25.7, 130
SET, 25.8, 131
SET, 25.9, 116
SET, 26.0, 130
SET, 26.1, 108
SET, 26.2, 140
SET, 26.3, 130
SET, 26.4, 103
SET, 26.5, 125
SET, 26.6, 118
SET, 26.7, 105
SET, 26.8, 116
SET, 26.9, 131
SET, 27.0, 111
SET, 27.1, 111
SET, 27.2, 93
SET, 27.3, 117
SET, 27.4, 89
SET, 27.5, 71
SET, 27.6, 109
SET, 27.7, 110
SET, 27.8, 83
SET, 27.9, 77
SET, 28.0, 79
SET, 28.1, 63
SET, 28.2, 52
SET, 28.3, 50
SET, 28.4, 55
SET, 28.5, 73
SET, 28.6, 50
SET, 28.7, 50
SET, 28.8, 53
SET, 28.9, 52
SET, 29.0, 45
SET, 29.1, 47
SET, 29.2, 47
SET, 29.3, 40
SET, 29.4, 48
SET, 29.5, 54
SET, 29.6, 52
SET, 29.7, 50
SET, 29.8, 49
SET, 29.9, 33
SET, 30.0, 46
SET, 30.1, 46
SET, 30.2, 44
SET, 30.3, 43
SET, 30.4, 55
SET, 30.5, 47
SET, 30.6, 19
SET, 30.7, 34
SET, 30.8, 36
SET, 30.9, 28
SET, 31.0, 28
SET, 31.1, 41
SET, 31.2, 33
SET, 31.3, 35
SET, 31.4, 38
SET, 31.5, 39
SET, 31.6, 45
SET, 31.7, 31
SET, 31.8, 33
SET, 31.9, 27
SET, 32.0, 21
SET, 32.1, 25
SET, 32.2, 17
SET, 32.3, 20
SET, 32.4, 17
SET, 32.5, 25
SET, 32.6, 23
SET, 32.7, 20
SET, 32.8, 19
SET, 32.9, 17
SET, 33.0, 22
SET, 33.1, 15
SET, 33.2, 22
SET, 33.3, 20
SET, 33.4, 19
SET, 33.5, 10
SET, 33.6, 11
SET, 33.7, 15
SET, 33.8, 12
SET, 33.9, 16
SET, 34.0, 18
SET, 34.1, 20
SET, 34.2, 10
SET, 34.3, 22
SET, 34.4, 15
SET, 34.5, 23
SET, 34.6, 21
SET, 34.7, 14
SET, 34.8, 16
SET, 34.9, 23
SET, 35.0, 12
SET, 35.1, 15
SET, 35.2, 10
SET, 35.3, 16
SET, 35.4, 23
SET, 35.5, 17
SET, 35.6, 15
SET, 35.7, 18
SET, 35.8, 19
SET, 35.9, 18
SET, 36.0, 19
SET, 36.1, 27
SET, 36.2, 16
SET, 36.3, 22
SET, 36.4, 26
SET, 36.5, 14
SET, 36.6, 23
SET, 36.7, 17
SET, 36.8, 23
SET, 36.9, 15
SET, 37.0, 19
SET, 37.1, 20
SET, 37.2, 15
SET, 37.3, 23
SET, 37.4, 14
SET, 37.5, 17
SET, 37.6, 7
SET, 37.7, 12
SET, 37.8, 11
SET, 37.9, 5
SET, 38.0, 10
SET, 38.1, 12
SET, 38.2, 12
SET, 38.3, 11
SET, 38.4, 7
SET, 38.5, 6
SET, 38.6, 12
SET, 38.7, 7
SET, 38.8, 9
SET, 38.9, 11
SET, 39.0, 12
SET, 39.1, 8
SET, 39.2, 10
SET, 39.3, 14
SET, 39.4, 18
SET, 39.5, 11
SET, 39.6, 18
SET, 39.7, 14
SET, 39.8, 13
SET, 39.9, 11
SET, 40.0, 8
SET, 40.1, 8
SET, 40.2, 9
SET, 40.3, 8
SET, 40.4, 11
SET, 40.5, 5
SET, 40.6, 4
SET, 40.7, 9
SET, 40.8, 4
SET, 40.9, 9
SET, 41.0, 4
SET, 41.1, 5
SET, 41.2, 7
SET, 41.3, 5
SET, 41.4, 13
SET, 41.5, 14
SET, 41.6, 12
SET, 41.7, 16
SET, 41.8, 8
SET, 41.9, 9
SET, 42.0, 17
SET, 42.1, 14
SET, 42.2, 7
SET, 42.3, 19
SET, 42.4, 17
SET, 42.5, 12
SET, 42.6, 16
SET, 42.7, 16
SET, 42.8, 5
SET, 42.9, 13
SET, 43.0, 9
SET, 43.1, 15
SET, 43.2, 6
SET, 43.3, 12
SET, 43.4, 12
SET, 43.5, 14
SET, 43.6, 7
SET, 43.7, 17
SET, 43.8, 16
SET, 43.9, 14
SET, 44.0, 9
SET, 44.1, 8
SET, 44.2, 12
SET, 44.3, 7
SET, 44.4, 15
SET, 44.5, 7
SET, 44.6, 14
SET, 44.7, 11
SET, 44.8, 14
SET, 44.9, 16
SET, 45.0, 8
SET, 45.1, 11
SET, 45.2, 15
SET, 45.3, 7
SET, 45.4, 6
SET, 45.5, 9
SET, 45.6, 10
SET, 45.7, 17
SET, 45.8, 8
SET, 45.9, 7
SET, 46.0, 8
SET, 46.1, 9
SET, 46.2, 9
SET, 46.3, 13
SET, 46.4, 8
SET, 46.5, 11
SET, 46.6, 11
SET, 46.7, 9
SET, 46.8, 9
SET, 46.9, 14
SET, 47.0, 10
SET, 47.1, 4
SET, 47.2, 6
SET, 47.3, 8
SET, 47.4, 2
SET, 47.5, 5
SET, 47.6, 6
SET, 47.7, 6
SET, 47.8, 8
SET, 47.9, 10
SET, 48.0, 9
SET, 48.1, 8
SET, 48.2, 13
SET, 48.3, 10
SET, 48.4, 7
SET, 48.5, 13
SET, 48.6, 11
SET, 48.7, 16
SET, 48.8, 16
SET, 48.9, 17
SET, 49.0, 19
SET, 49.1, 12
SET, 49.2, 8
SET, 49.3, 6
SET, 49.4, 10
SET, 49.5, 8
SET, 49.6, 7
SET, 49.7, 6
SET, 49.8, 4
SET, 49.9, 9
SET, 50.0, 7
SET, 50.1, 8
SET, 50.2, 5
SET, 50.3, 10
SET, 50.4, 2
SET, 50.5, 2
SET, 50.6, 4
SET, 50.7, 8
SET, 50.8, 7
SET, 50.9, 7
SET, 51.0, 5
SET, 51.1, 6
SET, 51.2, 5
SET, 51.3, 4
SET, 51.4, 8
SET, 51.5, 0
SET, 51.6, 4
SET, 51.7, 5
SET, 51.8, 4
SET, 51.9, 7
SET, 52.0, 7
SET, 52.1, 8
SET, 52.2, 4
SET, 52.3, 7
SET, 52.4, 4
SET, 52.5, 9
SET, 52.6, 6
SET, 52.7, 9
SET, 52.8, 8
SET, 52.9, 7
SET, 53.0, 6
SET, 53.1, 6
SET, 53.2, 9
SET, 53.3, 5
SET, 53.4, 5
SET, 53.5, 2
SET, 53.6, 13
SET, 53.7, 13
SET, 53.8, 9
SET, 53.9, 11
SET, 54.0, 4
SET, 54.1, 11
SET, 54.2, 9
SET, 54.3, 9
SET, 54.4, 9
SET, 54.5, 9
SET, 54.6, 11
SET, 54.7, 8
SET, 54.8, 10
SET, 54.9, 7
SET, 55.0, 3
SET, 55.1, 7
SET, 55.2, 1
SET, 55.3, 3
SET, 55.4, 4
SET, 55.5, 4
SET, 55.6, 7
SET, 55.7, 6
SET, 55.8, 2
SET, 55.9, 4
SET, 56.0, 2
SET, 56.1, 3
SET, 56.2, 2
SET, 56.3, 3
SET, 56.4, 0
SET, 56.5, 2
SET, 56.6, 0
SET, 56.7, 4
SET, 56.8, 4
SET, 56.9, 2
SET, 57.0, 0
SET, 57.1, 4
SET, 57.2, 6
SET, 57.3, 0
SET, 57.4, 4
SET, 57.5, 4
SET, 57.6, 2
SET, 57.7, 1
SET, 57.8, 4
SET, 57.9, 4
SET, 58.0, 0
SET, 58.1, 2
SET, 58.2, 3
SET, 58.3, 1
SET, 58.4, 2
SET, 58.5, 2
SET, 58.6, 4
SET, 58.7, 0
SET, 58.8, 5
SET, 58.9, 3
SET, 59.0, 2
SET, 59.1, 1
SET, 59.2, 5
SET, 59.3, 2
SET, 59.4, 1
SET, 59.5, 3
SET, 59.6, 3
SET, 59.7, 5
SET, 59.8, 0
SET, 59.9, 3
SET, 60.0, 4
SET, 60.1, 0
SET, 60.2, 0
SET, 60.3, 5
SET, 60.4, 1
SET, 60.5, 3
SET, 60.6, 2
SET, 60.7, 3
SET, 60.8, 3
SET, 60.9, 5
SET, 61.0, 2
SET, 61.1, 6
SET, 61.2, 9
SET, 61.3, 17
SET, 61.4, 9
SET, 61.5, 7
SET, 61.6, 13
SET, 61.7, 7
SET, 61.8, 6
SET, 61.9, 9
SET, 62.0, 7
SET, 62.1, 4
SET, 62.2, 8
SET, 62.3, 3
SET, 62.4, 4
SET, 62.5, 1
SET, 62.6, 0
SET, 62.7, 1
SET, 62.8, 2
SET, 62.9, 2
SET, 63.0, 5
SET, 63.1, 2
SET, 63.2, 1
SET, 63.3, 2
SET, 63.4, 6
SET, 63.5, 1
SET, 63.6, 1
SET, 63.7, 4
SET, 63.8, 9
SET, 63.9, 3
SET, 64.0, 2
SET, 64.1, 1
SET, 64.2, 1
SET, 64.3, 3
SET, 64.4, 1
SET, 64.5, 1
SET, 64.6, 4
SET, 64.7, 2
SET, 64.8, 1
SET, 64.9, 4
SET, 65.0, 5
SET, 65.1, 2
SET, 65.2, 7
SET, 65.3, 2
SET, 65.4, 1
SET, 65.5, 3
SET, 65.6, 1
SET, 65.7, 3
SET, 65.8, 6
SET, 65.9, 2
SET, 66.0, 7
SET, 66.1, 0
SET, 66.2, 1
SET, 66.3, 0
SET, 66.4, 3
SET, 66.5, 1
SET, 66.6, 3
SET, 66.7, 4
SET, 66.8, 2
SET, 66.9, 2
SET, 67.0, 3
SET, 67.1, 4
SET, 67.2, 2
SET, 67.3, 2
SET, 67.4, 0
SET, 67.5, 6
SET, 67.6, 3
SET, 67.7, 2
SET, 67.8, 4
SET, 67.9, 1
SET, 68.0, 2
SET, 68.1, 1
SET, 68.2, 0
SET, 68.3, 1
SET, 68.4, 1
SET, 68.5, 0
SET, 68.6, 0
SET, 68.7, 0
SET, 68.8, 0
SET, 68.9, 0
SET, 69.0, 0
SET, 69.1, 0
SET, 69.2, 0
SET, 69.3, 1
SET, 69.4, 1
SET, 69.5, 0
SET, 69.6, 0
SET, 69.7, 0
SET, 69.8, 0
SET, 69.9, 0
SET, 70.0, 0
SET, 70.1, 0
SET, 70.2, 0
SET, 70.3, 0
SET, 70.4, 0
SET, 70.5, 0
SET, 70.6, 0
SET, 70.7, 1
SET, 70.8, 0
SET, 70.9, 0
SET, 71.0, 0
SET, 71.1, 0
SET, 71.2, 0
SET, 71.3, 1
SET, 71.4, 0
SET, 71.5, 1
SET, 71.6, 1
SET, 71.7, 1
SET, 71.8, 3
SET, 71.9, 0
SET, 72.0, 1
SET, 72.1, 4
SET, 72.2, 1
SET, 72.3, 0
SET, 72.4, 0
SET, 72.5, 1
SET, 72.6, 1
SET, 72.7, 1
SET, 72.8, 0
SET, 72.9, 0
SET, 73.0, 0
SET, 73.1, 0
SET, 73.2, 1
SET, 73.3, 0
SET, 73.4, 0
SET, 73.5, 0
SET, 73.6, 0
SET, 73.7, 0
SET, 73.8, 0
SET, 73.9, 0
SET, 74.0, 0
SET, 74.1, 0
SET, 74.2, 0
SET, 74.3, 0
SET, 74.4, 0
SET, 74.5, 0
SET, 74.6, 0
SET, 74.7, 0
SET, 74.8, 0
SET, 74.9, 0
SET, 75.0, 0
SET, 75.1, 0
SET, 75.2, 0
SET, 75.3, 0
SET, 75.4, 0
SET, 75.5, 0
SET, 75.6, 0
SET, 75.7, 0
SET, 75.8, 0
SET, 75.9, 1
SET, 76.0, 0
SET, 76.1, 1
SET, 76.2, 0
SET, 76.3, 0
SET, 76.4, 5
SET, 76.5, 1
SET, 76.6, 1
SET, 76.7, 0
SET, 76.8, 0
SET, 76.9, 0
SET, 77.0, 0
SET, 77.1, 0
SET, 77.2, 0
SET, 77.3, 0
SET, 77.4, 0
SET, 77.5, 0
SET, 77.6, 0
SET, 77.7, 0
SET, 77.8, 0
SET, 77.9, 0
SET, 78.0, 0
SET, 78.1, 0
SET, 78.2, 0
SET, 78.3, 0
SET, 78.4, 0
SET, 78.5, 0
SET, 78.6, 0
SET, 78.7, 0
SET, 78.8, 0
SET, 78.9, 1
SET, 79.0, 0
SET, 79.1, 0
SET, 79.2, 0
SET, 79.3, 0
SET, 79.4, 0
SET, 79.5, 0
SET, 79.6, 0
SET, 79.7, 0
SET, 79.8, 0
SET, 79.9, 0
SET, 80.0, 0
SET, 80.1, 0
SET, 80.2, 0
SET, 80.3, 0
SET, 80.4, 0
SET, 80.5, 0
SET, 80.6, 0
SET, 80.7, 0
SET, 80.8, 0
SET, 80.9, 0
SET, 81.0, 0
SET, 81.1, 0
SET, 81.2, 0
SET, 81.3, 0
SET, 81.4, 0
SET, 81.5, 0
SET, 81.6, 0
SET, 81.7, 0
SET, 81.8, 0
SET, 81.9, 2
SET, 82.0, 4
SET, 82.1, 1
SET, 82.2, 4
SET, 82.3, 2
SET, 82.4, 3
SET, 82.5, 1
SET, 82.6, 0
SET, 82.7, 3
SET, 82.8, 1
SET, 82.9, 0
SET, 83.0, 2
SET, 83.1, 4
SET, 83.2, 0
SET, 83.3, 0
SET, 83.4, 0
SET, 83.5, 1
SET, 83.6, 4
SET, 83.7, 4
SET, 83.8, 2
SET, 83.9, 1
SET, 84.0, 0
SET, 84.1, 0
SET, 84.2, 1
SET, 84.3, 6
SET, 84.4, 1
SET, 84.5, 3
SET, 84.6, 6
SET, 84.7, 2
SET, 84.8, 1
SET, 84.9, 2
SET, 85.0, 3
SET, 85.1, 4
SET, 85.2, 1
SET, 85.3, 0
SET, 85.4, 2
SET, 85.5, 2
SET, 85.6, 5
SET, 85.7, 0
SET, 85.8, 3
SET, 85.9, 2
SET, 86.0, 1
SET, 86.1, 1
SET, 86.2, 0
SET, 86.3, 2
SET, 86.4, 0
SET, 86.5, 0
SET, 86.6, 0
SET, 86.7, 0
SET, 86.8, 2
SET, 86.9, 2
SET, 87.0, 1
SET, 87.1, 1
SET, 87.2, 5
SET, 87.3, 2
SET, 87.4, 2
SET, 87.5, 0
SET, 87.6, 1
SET, 87.7, 1
SET, 87.8, 1
SET, 87.9, 1
SET, 88.0, 2
SET, 88.1, 1
SET, 88.2, 1
SET, 88.3, 1
SET, 88.4, 0
SET, 88.5, 1
SET, 88.6, 0
SET, 88.7, 3
SET, 88.8, 3
SET, 88.9, 2
SET, 89.0, 5
SET, 89.1, 3
SET, 89.2, 2
SET, 89.3, 4
SET, 89.4, 0
SET, 89.5, 5
SET, 89.6, 2
SET, 89.7, 0
SET, 89.8, 4
SET, 89.9, 6
SET, 90.0, 3
SET, 90.1, 1
SET, 90.2, 0
SET, 90.3, 0
SET, 90.4, 1
SET, 90.5, 0
SET, 90.6, 2
SET, 90.7, 1
SET, 90.8, 0
SET, 90.9, 3
SET, 91.0, 4
SET, 91.1, 2
SET, 91.2, 1
SET, 91.3, 0
SET, 91.4, 2
SET, 91.5, 0
SET, 91.6, 0
SET, 91.7, 0
SET, 91.8, 0
SET, 91.9, 1
SET, 92.0, 0
SET, 92.1, 0
SET, 92.2, 0
SET, 92.3, 0
SET, 92.4, 0
SET, 92.5, 0
SET, 92.6, 0
SET, 92.7, 0
SET, 92.8, 0
SET, 92.9, 0
SET, 93.0, 0
SET, 93.1, 1
SET, 93.2, 0
SET, 93.3, 0
SET, 93.4, 0
SET, 93.5, 0
SET, 93.6, 0
SET, 93.7, 3
SET, 93.8, 1
SET, 93.9, 0
SET, 94.0, 0
SET, 94.1, 0
SET, 94.2, 0
SET, 94.3, 0
SET, 94.4, 0
SET, 94.5, 1
SET, 94.6, 0
SET, 94.7, 0
SET, 94.8, 1
SET, 94.9, 0
SET, 95.0, 0
SET, 95.1, 0
SET, 95.2, 0
SET, 95.3, 0
SET, 95.4, 0
SET, 95.5, 0
SET, 95.6, 0
SET, 95.7, 0
SET, 95.8, 0
SET, 95.9, 0
SET, 96.0, 1
SET, 96.1, 0
SET, 96.2, 0
SET, 96.3, 2
SET, 96.4, 3
SET, 96.5, 3
SET, 96.6, 4
SET, 96.7, 2
SET, 96.8, 0
SET, 96.9, 0
SET, 97.0, 1
SET, 97.1, 0
SET, 97.2, 0
SET, 97.3, 0
SET, 97.4, 1
SET, 97.5, 0
SET, 97.6, 1
SET, 97.7, 0
SET, 97.8, 0
SET, 97.9, 0
SET, 98.0, 0
SET, 98.1, 0
SET, 98.2, 0
SET, 98.3, 0
SET, 98.4, 0
SET, 98.5, 0
SET, 98.6, 1
SET, 98.7, 0
SET, 98.8, 0
SET, 98.9, 0
SET, 99.0, 0
SET, 99.1, 0
SET, 99.2, 0
SET, 99.3, 0
SET, 99.4, 0
SET, 99.5, 0
SET, 99.6, 1
SET, 99.7, 0
SET, 99.8, 0
SET, 99.9, 0
SET, 100.0, 0
SET, 100.1, 0
SET, 100.2, 0
SET, 100.3, 0
SET, 100.4, 0
SET, 100.5, 1
SET, 100.6, 0
SET, 100.7, 1
SET, 100.8, 1
SET, 100.9, 0
SET, 101.0, 0
SET, 101.1, 0
SET, 101.2, 0
SET, 101.3, 0
SET, 101.4, 0
SET, 101.5, 0
SET, 101.6, 0
SET, 101.7, 0
SET, 101.8, 2
SET, 101.9, 0
SET, 102.0, 1
SET, 102.1, 0
SET, 102.2, 0
SET, 102.3, 0
SET, 102.4, 0
SET, 102.5, 0
SET, 102.6, 1
SET, 102.7, 0
SET, 102.8, 0
SET, 102.9, 1
SET, 103.0, 0
SET, 103.1, 0
SET, 103.2, 0
SET, 103.3, 0
SET, 103.4, 0
SET, 103.5, 0
SET, 103.6, 0
SET, 103.7, 0
SET, 103.8, 0
SET, 103.9, 1
SET, 104.0, 0
SET, 104.1, 0
SET, 104.2, 0
