Elapsed Time, AVG Throughput, AVG Queue Size, AVG Waiting Time, AVG Service Time, AVG Response Time, AVG SET Response Time, AVG GET Response Time, AVG MULTI-GET Response Time, #SETS, #GETS, #MULTIGETS, GET MissRatio, MULTI-GET MissRatio, AVG MULTI-GET Size
 5.00, 858, 0, 0.141028, 1.123375, 1.357325, 0.000000, 1.357325, 0.000000, 0, 4290, 0, 1.00, 0.00, 0
10.00, 983, 0, 0.098424, 1.020766, 1.165951, 0.000000, 1.165951, 0.000000, 0, 4918, 0, 1.00, 0.00, 0
15.00, 1002, 0, 0.107979, 0.989718, 1.138767, 0.000000, 1.138767, 0.000000, 0, 5013, 0, 1.00, 0.00, 0
20.00, 975, 0, 0.102224, 0.978539, 1.140609, 0.000000, 1.140609, 0.000000, 0, 4879, 0, 1.00, 0.00, 0
25.00, 995, 0, 0.099707, 0.968729, 1.124497, 0.000000, 1.124497, 0.000000, 0, 4975, 0, 1.00, 0.00, 0
30.00, 983, 0, 0.111672, 1.000901, 1.166360, 0.000000, 1.166360, 0.000000, 0, 4918, 0, 1.00, 0.00, 0
35.00, 976, 0, 0.103981, 1.022342, 1.178243, 0.000000, 1.178243, 0.000000, 0, 4882, 0, 1.00, 0.00, 0
40.00, 960, 0, 0.101326, 1.020059, 1.172979, 0.000000, 1.172979, 0.000000, 0, 4804, 0, 1.00, 0.00, 0
45.00, 979, 0, 0.103106, 0.966021, 1.138093, 0.000000, 1.138093, 0.000000, 0, 4896, 0, 1.00, 0.00, 0
50.00, 952, 0, 0.106383, 0.979465, 1.149174, 0.000000, 1.149174, 0.000000, 0, 4764, 0, 1.00, 0.00, 0
55.00, 931, 0, 0.114620, 0.975711, 1.145741, 0.000000, 1.145741, 0.000000, 0, 4657, 0, 1.00, 0.00, 0
60.00, 1002, 0, 0.109699, 0.972484, 1.146069, 0.000000, 1.146069, 0.000000, 0, 5012, 0, 1.00, 0.00, 0
65.00, 1007, 0, 0.096210, 0.957842, 1.110090, 0.000000, 1.110090, 0.000000, 0, 5038, 0, 1.00, 0.00, 0
70.00, 1011, 0, 0.102188, 0.953232, 1.127280, 0.000000, 1.127280, 0.000000, 0, 5058, 0, 1.00, 0.00, 0
70.00, 8, 0, 0.087132, 1.251005, 1.382934, 0.000000, 1.382934, 0.000000, 0, 43, 0, 1.00, 0.00, 0
Interval, Responses
0.1, 0
0.2, 0
0.3, 0
0.4, 0
0.5, 361
0.6, 3632
0.7, 8782
0.8, 12399
0.9, 11353
1.0, 8279
1.1, 5617
1.2, 3974
1.3, 2829
1.4, 2081
1.5, 1535
1.6, 1044
1.7, 700
1.8, 558
1.9, 416
2.0, 330
2.1, 247
2.2, 223
2.3, 157
2.4, 165
2.5, 113
2.6, 96
2.7, 93
2.8, 90
2.9, 84
3.0, 86
3.1, 90
3.2, 78
3.3, 63
3.4, 70
3.5, 53
3.6, 40
3.7, 62
3.8, 67
3.9, 53
4.0, 49
4.1, 54
4.2, 58
4.3, 61
4.4, 40
4.5, 50
4.6, 46
4.7, 57
4.8, 55
4.9, 48
5.0, 40
5.1, 67
5.2, 52
5.3, 50
5.4, 60
5.5, 40
5.6, 44
5.7, 47
5.8, 55
5.9, 49
6.0, 56
6.1, 62
6.2, 57
6.3, 53
6.4, 42
6.5, 59
6.6, 57
6.7, 47
6.8, 59
6.9, 43
7.0, 53
7.1, 70
7.2, 60
7.3, 44
7.4, 48
7.5, 41
7.6, 44
7.7, 30
7.8, 43
7.9, 23
8.0, 15
8.1, 17
8.2, 11
8.3, 14
8.4, 13
8.5, 12
8.6, 5
8.7, 4
8.8, 7
8.9, 4
9.0, 4
9.1, 7
9.2, 8
9.3, 5
9.4, 4
9.5, 6
9.6, 17
9.7, 6
9.8, 7
9.9, 13
10.0, 15
10.1, 5
10.2, 6
10.3, 7
10.4, 4
10.5, 5
10.6, 6
10.7, 1
10.8, 5
10.9, 5
11.0, 4
11.1, 3
11.2, 0
11.3, 5
11.4, 3
11.5, 0
11.6, 3
11.7, 5
11.8, 4
11.9, 4
12.0, 0
12.1, 3
12.2, 1
12.3, 4
12.4, 4
12.5, 0
12.6, 0
12.7, 1
12.8, 3
12.9, 1
13.0, 1
13.1, 2
13.2, 2
13.3, 2
13.4, 1
13.5, 0
13.6, 1
13.7, 1
13.8, 1
13.9, 0
14.0, 0
14.1, 0
14.2, 0
14.3, 1
14.4, 1
14.5, 0
14.6, 0
14.7, 0
14.8, 1
14.9, 1
15.0, 0
15.1, 0
15.2, 1
15.3, 0
15.4, 0
15.5, 0
15.6, 4
15.7, 0
15.8, 0
15.9, 0
16.0, 0
16.1, 0
16.2, 0
16.3, 0
16.4, 0
16.5, 0
16.6, 1
16.7, 0
16.8, 0
16.9, 0
17.0, 0
17.1, 0
17.2, 0
17.3, 0
17.4, 0
17.5, 0
17.6, 2
17.7, 0
17.8, 0
17.9, 0
18.0, 0
18.1, 0
18.2, 0
18.3, 0
18.4, 0
18.5, 0
18.6, 0
18.7, 0
18.8, 0
18.9, 0
19.0, 0
19.1, 1
19.2, 1
19.3, 0
19.4, 0
19.5, 0
19.6, 0
19.7, 0
19.8, 0
19.9, 1
20.0, 1
20.1, 0
20.2, 0
20.3, 1
