Elapsed Time, AVG Throughput, AVG Queue Size, AVG Waiting Time, AVG Service Time, AVG Response Time, AVG SET Response Time, AVG GET Response Time, AVG MULTI-GET Response Time, #SETS, #GETS, #MULTIGETS, GET MissRatio, MULTI-GET MissRatio, AVG MULTI-GET Size
 5.00, 2798, 166, 59.247933, 2.636176, 62.000799, 0.000000, 62.000799, 0.000000, 0, 13991, 0, 0.00, 0.00, 0
10.00, 2924, 170, 60.339724, 2.679254, 63.084284, 0.000000, 63.084284, 0.000000, 0, 14622, 0, 0.00, 0.00, 0
15.00, 2923, 170, 60.486781, 2.668150, 63.231771, 0.000000, 63.231771, 0.000000, 0, 14617, 0, 0.00, 0.00, 0
20.00, 2924, 170, 60.351304, 2.669965, 63.091127, 0.000000, 63.091127, 0.000000, 0, 14620, 0, 0.00, 0.00, 0
25.00, 2921, 170, 60.446079, 2.673664, 63.190403, 0.000000, 63.190403, 0.000000, 0, 14609, 0, 0.00, 0.00, 0
30.00, 2924, 170, 60.277792, 2.664362, 63.020332, 0.000000, 63.020332, 0.000000, 0, 14622, 0, 0.00, 0.00, 0
35.00, 2924, 170, 60.146198, 2.677606, 62.888822, 0.000000, 62.888822, 0.000000, 0, 14622, 0, 0.00, 0.00, 0
40.00, 2923, 170, 60.241148, 2.663583, 62.982244, 0.000000, 62.982244, 0.000000, 0, 14619, 0, 0.00, 0.00, 0
45.00, 2923, 170, 60.386427, 2.685907, 63.134137, 0.000000, 63.134137, 0.000000, 0, 14616, 0, 0.00, 0.00, 0
50.00, 2931, 170, 60.114228, 2.675281, 62.858171, 0.000000, 62.858171, 0.000000, 0, 14658, 0, 0.00, 0.00, 0
55.00, 2935, 169, 60.049408, 2.658497, 62.776021, 0.000000, 62.776021, 0.000000, 0, 14678, 0, 0.00, 0.00, 0
60.00, 2923, 170, 60.248291, 2.673107, 62.995481, 0.000000, 62.995481, 0.000000, 0, 14618, 0, 0.00, 0.00, 0
65.00, 2922, 169, 60.234900, 2.682758, 62.984788, 0.000000, 62.984788, 0.000000, 0, 14612, 0, 0.00, 0.00, 0
70.00, 2925, 169, 60.123379, 2.675525, 62.864426, 0.000000, 62.864426, 0.000000, 0, 14625, 0, 0.00, 0.00, 0
71.00, 608, 18, 8.500352, 2.217032, 10.770461, 0.000000, 10.770461, 0.000000, 0, 3042, 0, 0.00, 0.00, 0
Type, Interval, Responses
GET, 11.0, 19
GET, 11.1, 21
GET, 11.2, 14
GET, 11.3, 15
GET, 11.4, 18
GET, 11.5, 14
GET, 11.6, 11
GET, 11.7, 13
GET, 11.8, 9
GET, 11.9, 16
GET, 12.0, 17
GET, 12.1, 13
GET, 12.2, 6
GET, 12.3, 3
GET, 12.4, 8
GET, 12.5, 7
GET, 12.6, 11
GET, 12.7, 11
GET, 12.8, 13
GET, 12.9, 10
GET, 13.0, 8
GET, 13.1, 9
GET, 13.2, 6
GET, 13.3, 9
GET, 13.4, 4
GET, 13.5, 1
GET, 13.6, 6
GET, 13.7, 4
GET, 13.8, 2
GET, 13.9, 6
GET, 14.0, 0
GET, 14.1, 2
GET, 14.2, 1
GET, 14.3, 1
GET, 14.4, 1
GET, 14.5, 0
GET, 14.6, 3
GET, 14.7, 1
GET, 14.8, 1
GET, 14.9, 2
GET, 15.0, 1
GET, 15.1, 1
GET, 15.2, 0
GET, 15.3, 2
GET, 15.4, 1
GET, 15.5, 3
GET, 15.6, 0
GET, 15.7, 0
GET, 15.8, 0
GET, 15.9, 1
GET, 16.0, 1
GET, 16.1, 1
GET, 16.2, 0
GET, 16.3, 0
GET, 16.4, 1
GET, 16.5, 1
GET, 16.6, 0
GET, 16.7, 0
GET, 16.8, 0
GET, 16.9, 1
GET, 17.0, 0
GET, 17.1, 0
GET, 17.2, 2
GET, 17.3, 0
GET, 17.4, 0
GET, 17.5, 0
GET, 17.6, 2
GET, 17.7, 0
GET, 17.8, 0
GET, 17.9, 1
GET, 18.0, 0
GET, 18.1, 1
GET, 18.2, 1
GET, 18.3, 0
GET, 18.4, 0
GET, 18.5, 0
GET, 18.6, 0
GET, 18.7, 1
GET, 18.8, 3
GET, 18.9, 0
GET, 19.0, 0
GET, 19.1, 0
GET, 19.2, 0
GET, 19.3, 0
GET, 19.4, 0
GET, 19.5, 0
GET, 19.6, 0
GET, 19.7, 0
GET, 19.8, 0
GET, 19.9, 0
GET, 20.0, 0
GET, 20.1, 1
GET, 20.2, 0
GET, 20.3, 0
GET, 20.4, 0
GET, 20.5, 0
GET, 20.6, 0
GET, 20.7, 0
GET, 20.8, 1
GET, 20.9, 0
GET, 21.0, 0
GET, 21.1, 0
GET, 21.2, 0
GET, 21.3, 0
GET, 21.4, 0
GET, 21.5, 0
GET, 21.6, 1
GET, 21.7, 0
GET, 21.8, 0
GET, 21.9, 0
GET, 22.0, 0
GET, 22.1, 0
GET, 22.2, 0
GET, 22.3, 0
GET, 22.4, 0
GET, 22.5, 0
GET, 22.6, 0
GET, 22.7, 1
GET, 22.8, 0
GET, 22.9, 0
GET, 23.0, 2
GET, 23.1, 2
GET, 23.2, 2
GET, 23.3, 0
GET, 23.4, 0
GET, 23.5, 2
GET, 23.6, 3
GET, 23.7, 1
GET, 23.8, 0
GET, 23.9, 1
GET, 24.0, 1
GET, 24.1, 2
GET, 24.2, 5
GET, 24.3, 2
GET, 24.4, 1
GET, 24.5, 4
GET, 24.6, 0
GET, 24.7, 2
GET, 24.8, 1
GET, 24.9, 1
GET, 25.0, 0
GET, 25.1, 0
GET, 25.2, 0
GET, 25.3, 0
GET, 25.4, 0
GET, 25.5, 0
GET, 25.6, 0
GET, 25.7, 0
GET, 25.8, 0
GET, 25.9, 0
GET, 26.0, 0
GET, 26.1, 0
GET, 26.2, 0
GET, 26.3, 0
GET, 26.4, 0
GET, 26.5, 0
GET, 26.6, 1
GET, 26.7, 2
GET, 26.8, 2
GET, 26.9, 1
GET, 27.0, 1
GET, 27.1, 0
GET, 27.2, 2
GET, 27.3, 5
GET, 27.4, 6
GET, 27.5, 7
GET, 27.6, 3
GET, 27.7, 2
GET, 27.8, 9
GET, 27.9, 3
GET, 28.0, 3
GET, 28.1, 4
GET, 28.2, 1
GET, 28.3, 11
GET, 28.4, 3
GET, 28.5, 6
GET, 28.6, 7
GET, 28.7, 2
GET, 28.8, 5
GET, 28.9, 0
GET, 29.0, 4
GET, 29.1, 0
GET, 29.2, 12
GET, 29.3, 7
GET, 29.4, 5
GET, 29.5, 10
GET, 29.6, 14
GET, 29.7, 14
GET, 29.8, 8
GET, 29.9, 2
GET, 30.0, 9
GET, 30.1, 5
GET, 30.2, 8
GET, 30.3, 5
GET, 30.4, 0
GET, 30.5, 2
GET, 30.6, 6
GET, 30.7, 4
GET, 30.8, 3
GET, 30.9, 3
GET, 31.0, 3
GET, 31.1, 2
GET, 31.2, 4
GET, 31.3, 1
GET, 31.4, 2
GET, 31.5, 1
GET, 31.6, 3
GET, 31.7, 1
GET, 31.8, 2
GET, 31.9, 1
GET, 32.0, 0
GET, 32.1, 1
GET, 32.2, 0
GET, 32.3, 0
GET, 32.4, 2
GET, 32.5, 2
GET, 32.6, 0
GET, 32.7, 1
GET, 32.8, 0
GET, 32.9, 4
GET, 33.0, 1
GET, 33.1, 3
GET, 33.2, 2
GET, 33.3, 2
GET, 33.4, 3
GET, 33.5, 0
GET, 33.6, 2
GET, 33.7, 4
GET, 33.8, 5
GET, 33.9, 4
GET, 34.0, 3
GET, 34.1, 1
GET, 34.2, 4
GET, 34.3, 5
GET, 34.4, 2
GET, 34.5, 5
GET, 34.6, 6
GET, 34.7, 3
GET, 34.8, 1
GET, 34.9, 2
GET, 35.0, 7
GET, 35.1, 6
GET, 35.2, 6
GET, 35.3, 5
GET, 35.4, 11
GET, 35.5, 10
GET, 35.6, 13
GET, 35.7, 4
GET, 35.8, 8
GET, 35.9, 11
GET, 36.0, 9
GET, 36.1, 10
GET, 36.2, 13
GET, 36.3, 4
GET, 36.4, 5
GET, 36.5, 4
GET, 36.6, 7
GET, 36.7, 11
GET, 36.8, 6
GET, 36.9, 4
GET, 37.0, 4
GET, 37.1, 7
GET, 37.2, 4
GET, 37.3, 3
GET, 37.4, 5
GET, 37.5, 7
GET, 37.6, 7
GET, 37.7, 6
GET, 37.8, 13
GET, 37.9, 11
GET, 38.0, 6
GET, 38.1, 8
GET, 38.2, 7
GET, 38.3, 6
GET, 38.4, 2
GET, 38.5, 6
GET, 38.6, 12
GET, 38.7, 7
GET, 38.8, 4
GET, 38.9, 9
GET, 39.0, 6
GET, 39.1, 11
GET, 39.2, 8
GET, 39.3, 7
GET, 39.4, 5
GET, 39.5, 5
GET, 39.6, 10
GET, 39.7, 5
GET, 39.8, 10
GET, 39.9, 4
GET, 40.0, 8
GET, 40.1, 10
GET, 40.2, 10
GET, 40.3, 11
GET, 40.4, 7
GET, 40.5, 8
GET, 40.6, 17
GET, 40.7, 9
GET, 40.8, 14
GET, 40.9, 11
GET, 41.0, 16
GET, 41.1, 8
GET, 41.2, 22
GET, 41.3, 21
GET, 41.4, 16
GET, 41.5, 26
GET, 41.6, 27
GET, 41.7, 27
GET, 41.8, 26
GET, 41.9, 27
GET, 42.0, 26
GET, 42.1, 18
GET, 42.2, 15
GET, 42.3, 15
GET, 42.4, 18
GET, 42.5, 14
GET, 42.6, 28
GET, 42.7, 13
GET, 42.8, 21
GET, 42.9, 12
GET, 43.0, 14
GET, 43.1, 17
GET, 43.2, 18
GET, 43.3, 16
GET, 43.4, 5
GET, 43.5, 10
GET, 43.6, 6
GET, 43.7, 17
GET, 43.8, 8
GET, 43.9, 14
GET, 44.0, 22
GET, 44.1, 11
GET, 44.2, 13
GET, 44.3, 17
GET, 44.4, 14
GET, 44.5, 18
GET, 44.6, 13
GET, 44.7, 16
GET, 44.8, 12
GET, 44.9, 15
GET, 45.0, 12
GET, 45.1, 14
GET, 45.2, 20
GET, 45.3, 16
GET, 45.4, 15
GET, 45.5, 21
GET, 45.6, 21
GET, 45.7, 18
GET, 45.8, 21
GET, 45.9, 33
GET, 46.0, 15
GET, 46.1, 16
GET, 46.2, 18
GET, 46.3, 38
GET, 46.4, 33
GET, 46.5, 28
GET, 46.6, 52
GET, 46.7, 44
GET, 46.8, 39
GET, 46.9, 52
GET, 47.0, 53
GET, 47.1, 46
GET, 47.2, 44
GET, 47.3, 37
GET, 47.4, 40
GET, 47.5, 32
GET, 47.6, 35
GET, 47.7, 29
GET, 47.8, 25
GET, 47.9, 29
GET, 48.0, 41
GET, 48.1, 32
GET, 48.2, 41
GET, 48.3, 39
GET, 48.4, 31
GET, 48.5, 24
GET, 48.6, 23
GET, 48.7, 44
GET, 48.8, 42
GET, 48.9, 42
GET, 49.0, 34
GET, 49.1, 35
GET, 49.2, 36
GET, 49.3, 34
GET, 49.4, 50
GET, 49.5, 35
GET, 49.6, 33
GET, 49.7, 50
GET, 49.8, 34
GET, 49.9, 31
GET, 50.0, 57
GET, 50.1, 39
GET, 50.2, 27
GET, 50.3, 29
GET, 50.4, 38
GET, 50.5, 24
GET, 50.6, 33
GET, 50.7, 36
GET, 50.8, 31
GET, 50.9, 41
GET, 51.0, 29
GET, 51.1, 35
GET, 51.2, 32
GET, 51.3, 52
GET, 51.4, 39
GET, 51.5, 46
GET, 51.6, 40
GET, 51.7, 51
GET, 51.8, 31
GET, 51.9, 56
GET, 52.0, 44
GET, 52.1, 49
GET, 52.2, 54
GET, 52.3, 57
GET, 52.4, 71
GET, 52.5, 46
GET, 52.6, 53
GET, 52.7, 42
GET, 52.8, 65
GET, 52.9, 49
GET, 53.0, 71
GET, 53.1, 71
GET, 53.2, 93
GET, 53.3, 90
GET, 53.4, 85
GET, 53.5, 87
GET, 53.6, 105
GET, 53.7, 106
GET, 53.8, 116
GET, 53.9, 109
GET, 54.0, 110
GET, 54.1, 133
GET, 54.2, 119
GET, 54.3, 92
GET, 54.4, 113
GET, 54.5, 114
GET, 54.6, 117
GET, 54.7, 169
GET, 54.8, 156
GET, 54.9, 146
GET, 55.0, 162
GET, 55.1, 127
GET, 55.2, 119
GET, 55.3, 150
GET, 55.4, 162
GET, 55.5, 163
GET, 55.6, 152
GET, 55.7, 210
GET, 55.8, 183
GET, 55.9, 262
GET, 56.0, 279
GET, 56.1, 308
GET, 56.2, 398
GET, 56.3, 467
GET, 56.4, 521
GET, 56.5, 593
GET, 56.6, 690
GET, 56.7, 802
GET, 56.8, 942
GET, 56.9, 993
GET, 57.0, 1066
GET, 57.1, 1112
GET, 57.2, 1232
GET, 57.3, 1280
GET, 57.4, 1235
GET, 57.5, 1346
GET, 57.6, 1422
GET, 57.7, 1399
GET, 57.8, 1359
GET, 57.9, 1503
GET, 58.0, 1349
GET, 58.1, 1407
GET, 58.2, 1557
GET, 58.3, 1544
GET, 58.4, 1504
GET, 58.5, 1488
GET, 58.6, 1515
GET, 58.7, 1537
GET, 58.8, 1577
GET, 58.9, 1496
GET, 59.0, 1488
GET, 59.1, 1558
GET, 59.2, 1505
GET, 59.3, 1565
GET, 59.4, 1600
GET, 59.5, 1595
GET, 59.6, 1616
GET, 59.7, 1533
GET, 59.8, 1678
GET, 59.9, 1654
GET, 60.0, 1708
GET, 60.1, 1769
GET, 60.2, 1668
GET, 60.3, 1699
GET, 60.4, 1874
GET, 60.5, 1850
GET, 60.6, 1826
GET, 60.7, 1787
GET, 60.8, 1853
GET, 60.9, 1858
GET, 61.0, 1824
GET, 61.1, 1916
GET, 61.2, 2056
GET, 61.3, 2051
GET, 61.4, 2068
GET, 61.5, 2165
GET, 61.6, 2221
GET, 61.7, 2338
GET, 61.8, 2350
GET, 61.9, 2583
GET, 62.0, 2795
GET, 62.1, 2991
GET, 62.2, 3353
GET, 62.3, 3611
GET, 62.4, 4148
GET, 62.5, 4502
GET, 62.6, 4680
GET, 62.7, 4596
GET, 62.8, 4120
GET, 62.9, 3610
GET, 63.0, 3082
GET, 63.1, 2580
GET, 63.2, 2156
GET, 63.3, 1862
GET, 63.4, 1578
GET, 63.5, 1346
GET, 63.6, 1095
GET, 63.7, 971
GET, 63.8, 807
GET, 63.9, 740
GET, 64.0, 668
GET, 64.1, 566
GET, 64.2, 513
GET, 64.3, 482
GET, 64.4, 417
GET, 64.5, 389
GET, 64.6, 385
GET, 64.7, 392
GET, 64.8, 365
GET, 64.9, 310
GET, 65.0, 281
GET, 65.1, 251
GET, 65.2, 289
GET, 65.3, 261
GET, 65.4, 255
GET, 65.5, 219
GET, 65.6, 219
GET, 65.7, 195
GET, 65.8, 232
GET, 65.9, 227
GET, 66.0, 227
GET, 66.1, 237
GET, 66.2, 190
GET, 66.3, 242
GET, 66.4, 212
GET, 66.5, 230
GET, 66.6, 259
GET, 66.7, 238
GET, 66.8, 253
GET, 66.9, 249
GET, 67.0, 229
GET, 67.1, 253
GET, 67.2, 256
GET, 67.3, 277
GET, 67.4, 287
GET, 67.5, 291
GET, 67.6, 288
GET, 67.7, 331
GET, 67.8, 369
GET, 67.9, 343
GET, 68.0, 405
GET, 68.1, 399
GET, 68.2, 338
GET, 68.3, 360
GET, 68.4, 380
GET, 68.5, 422
GET, 68.6, 417
GET, 68.7, 489
GET, 68.8, 454
GET, 68.9, 505
GET, 69.0, 469
GET, 69.1, 490
GET, 69.2, 513
GET, 69.3, 476
GET, 69.4, 484
GET, 69.5, 475
GET, 69.6, 450
GET, 69.7, 454
GET, 69.8, 489
GET, 69.9, 546
GET, 70.0, 526
GET, 70.1, 552
GET, 70.2, 467
GET, 70.3, 436
GET, 70.4, 498
GET, 70.5, 501
GET, 70.6, 477
GET, 70.7, 480
GET, 70.8, 444
GET, 70.9, 430
GET, 71.0, 487
GET, 71.1, 452
GET, 71.2, 426
GET, 71.3, 430
GET, 71.4, 440
GET, 71.5, 392
GET, 71.6, 389
GET, 71.7, 408
GET, 71.8, 410
GET, 71.9, 430
GET, 72.0, 470
GET, 72.1, 450
GET, 72.2, 493
GET, 72.3, 499
GET, 72.4, 467
GET, 72.5, 465
GET, 72.6, 489
GET, 72.7, 482
GET, 72.8, 481
GET, 72.9, 477
GET, 73.0, 531
GET, 73.1, 549
GET, 73.2, 545
GET, 73.3, 511
GET, 73.4, 646
GET, 73.5, 629
GET, 73.6, 614
GET, 73.7, 651
GET, 73.8, 708
GET, 73.9, 737
GET, 74.0, 719
GET, 74.1, 764
GET, 74.2, 797
GET, 74.3, 725
GET, 74.4, 663
GET, 74.5, 643
GET, 74.6, 572
GET, 74.7, 471
GET, 74.8, 385
GET, 74.9, 330
GET, 75.0, 291
GET, 75.1, 190
GET, 75.2, 165
GET, 75.3, 140
GET, 75.4, 132
GET, 75.5, 136
GET, 75.6, 106
GET, 75.7, 89
GET, 75.8, 101
GET, 75.9, 102
GET, 76.0, 89
GET, 76.1, 100
GET, 76.2, 94
GET, 76.3, 116
GET, 76.4, 102
GET, 76.5, 97
GET, 76.6, 92
GET, 76.7, 87
GET, 76.8, 94
GET, 76.9, 86
GET, 77.0, 98
GET, 77.1, 85
GET, 77.2, 88
GET, 77.3, 70
GET, 77.4, 103
GET, 77.5, 84
GET, 77.6, 72
GET, 77.7, 73
GET, 77.8, 90
GET, 77.9, 73
GET, 78.0, 54
GET, 78.1, 65
GET, 78.2, 61
GET, 78.3, 63
GET, 78.4, 48
GET, 78.5, 42
GET, 78.6, 54
GET, 78.7, 48
GET, 78.8, 55
GET, 78.9, 50
GET, 79.0, 50
GET, 79.1, 54
GET, 79.2, 38
GET, 79.3, 41
GET, 79.4, 34
GET, 79.5, 38
GET, 79.6, 35
GET, 79.7, 38
GET, 79.8, 28
GET, 79.9, 22
GET, 80.0, 17
GET, 80.1, 29
GET, 80.2, 13
GET, 80.3, 18
GET, 80.4, 9
GET, 80.5, 14
GET, 80.6, 18
GET, 80.7, 10
GET, 80.8, 20
GET, 80.9, 9
GET, 81.0, 18
GET, 81.1, 8
GET, 81.2, 15
GET, 81.3, 7
GET, 81.4, 13
GET, 81.5, 17
GET, 81.6, 15
GET, 81.7, 13
GET, 81.8, 14
GET, 81.9, 7
GET, 82.0, 10
GET, 82.1, 8
GET, 82.2, 9
GET, 82.3, 7
GET, 82.4, 6
GET, 82.5, 10
GET, 82.6, 5
GET, 82.7, 11
GET, 82.8, 6
GET, 82.9, 8
GET, 83.0, 3
GET, 83.1, 2
GET, 83.2, 1
GET, 83.3, 6
GET, 83.4, 2
GET, 83.5, 9
GET, 83.6, 7
GET, 83.7, 11
GET, 83.8, 1
GET, 83.9, 3
GET, 84.0, 4
GET, 84.1, 4
GET, 84.2, 3
GET, 84.3, 2
GET, 84.4, 7
GET, 84.5, 5
GET, 84.6, 3
GET, 84.7, 3
GET, 84.8, 4
GET, 84.9, 4
GET, 85.0, 4
GET, 85.1, 5
GET, 85.2, 8
GET, 85.3, 5
GET, 85.4, 8
GET, 85.5, 4
GET, 85.6, 2
GET, 85.7, 2
GET, 85.8, 3
GET, 85.9, 2
GET, 86.0, 5
GET, 86.1, 6
GET, 86.2, 3
GET, 86.3, 4
GET, 86.4, 4
GET, 86.5, 2
GET, 86.6, 5
GET, 86.7, 8
GET, 86.8, 4
GET, 86.9, 7
GET, 87.0, 4
GET, 87.1, 3
GET, 87.2, 6
GET, 87.3, 7
GET, 87.4, 6
GET, 87.5, 8
GET, 87.6, 5
GET, 87.7, 3
GET, 87.8, 7
GET, 87.9, 3
GET, 88.0, 5
GET, 88.1, 8
GET, 88.2, 4
GET, 88.3, 8
GET, 88.4, 2
GET, 88.5, 0
GET, 88.6, 1
GET, 88.7, 0
GET, 88.8, 1
GET, 88.9, 1
GET, 89.0, 3
GET, 89.1, 1
GET, 89.2, 3
GET, 89.3, 4
GET, 89.4, 6
GET, 89.5, 2
GET, 89.6, 1
GET, 89.7, 7
GET, 89.8, 4
GET, 89.9, 4
GET, 90.0, 5
GET, 90.1, 3
GET, 90.2, 3
GET, 90.3, 0
GET, 90.4, 1
GET, 90.5, 4
GET, 90.6, 3
GET, 90.7, 4
GET, 90.8, 0
GET, 90.9, 1
GET, 91.0, 3
GET, 91.1, 4
GET, 91.2, 2
GET, 91.3, 3
GET, 91.4, 0
GET, 91.5, 1
GET, 91.6, 0
GET, 91.7, 1
GET, 91.8, 0
GET, 91.9, 1
GET, 92.0, 1
GET, 92.1, 2
GET, 92.2, 3
GET, 92.3, 2
GET, 92.4, 2
GET, 92.5, 2
GET, 92.6, 1
GET, 92.7, 1
GET, 92.8, 0
GET, 92.9, 0
GET, 93.0, 1
GET, 93.1, 1
GET, 93.2, 1
GET, 93.3, 2
GET, 93.4, 0
GET, 93.5, 2
GET, 93.6, 3
GET, 93.7, 2
GET, 93.8, 2
GET, 93.9, 4
GET, 94.0, 1
GET, 94.1, 2
GET, 94.2, 3
GET, 94.3, 5
GET, 94.4, 6
GET, 94.5, 1
GET, 94.6, 2
GET, 94.7, 0
GET, 94.8, 4
GET, 94.9, 4
GET, 95.0, 3
GET, 95.1, 4
GET, 95.2, 3
GET, 95.3, 0
GET, 95.4, 1
GET, 95.5, 1
GET, 95.6, 3
GET, 95.7, 1
GET, 95.8, 2
GET, 95.9, 2
GET, 96.0, 2
GET, 96.1, 1
GET, 96.2, 4
GET, 96.3, 6
GET, 96.4, 4
GET, 96.5, 3
GET, 96.6, 4
GET, 96.7, 2
GET, 96.8, 6
GET, 96.9, 7
GET, 97.0, 5
GET, 97.1, 4
GET, 97.2, 2
GET, 97.3, 6
GET, 97.4, 3
GET, 97.5, 0
GET, 97.6, 1
GET, 97.7, 3
GET, 97.8, 1
GET, 97.9, 2
GET, 98.0, 3
GET, 98.1, 1
GET, 98.2, 1
GET, 98.3, 0
GET, 98.4, 0
GET, 98.5, 0
GET, 98.6, 0
GET, 98.7, 0
GET, 98.8, 1
GET, 98.9, 0
GET, 99.0, 0
GET, 99.1, 0
GET, 99.2, 0
GET, 99.3, 0
GET, 99.4, 0
GET, 99.5, 0
GET, 99.6, 0
GET, 99.7, 0
GET, 99.8, 0
GET, 99.9, 0
GET, 100.0, 0
GET, 100.1, 0
GET, 100.2, 0
GET, 100.3, 0
GET, 100.4, 0
GET, 100.5, 1
GET, 100.6, 0
GET, 100.7, 0
GET, 100.8, 1
GET, 100.9, 1
GET, 101.0, 0
GET, 101.1, 0
GET, 101.2, 1
GET, 101.3, 0
GET, 101.4, 1
GET, 101.5, 1
GET, 101.6, 2
GET, 101.7, 0
GET, 101.8, 1
GET, 101.9, 3
GET, 102.0, 2
GET, 102.1, 2
GET, 102.2, 0
GET, 102.3, 0
GET, 102.4, 2
GET, 102.5, 2
GET, 102.6, 4
GET, 102.7, 1
GET, 102.8, 1
GET, 102.9, 0
GET, 103.0, 0
GET, 103.1, 0
GET, 103.2, 2
GET, 103.3, 3
GET, 103.4, 0
GET, 103.5, 2
GET, 103.6, 0
GET, 103.7, 1
GET, 103.8, 1
GET, 103.9, 3
GET, 104.0, 3
GET, 104.1, 3
GET, 104.2, 0
GET, 104.3, 2
GET, 104.4, 3
GET, 104.5, 0
GET, 104.6, 3
GET, 104.7, 0
GET, 104.8, 0
