[RUN #1] Preparing benchmark client...
[RUN #1] Launching threads now...
[RUN #1 1%,   0 secs]  2 threads:         736 ops,     736 (avg:     736) ops/sec, 2.91MB/sec (avg: 2.91MB/sec), 10.58 (avg: 10.58) msec latency[RUN #1 3%,   1 secs]  2 threads:        1713 ops,     976 (avg:     856) ops/sec, 3.86MB/sec (avg: 3.39MB/sec),  8.33 (avg:  9.30) msec latency[RUN #1 4%,   2 secs]  2 threads:        2646 ops,     932 (avg:     882) ops/sec, 3.69MB/sec (avg: 3.49MB/sec),  8.53 (avg:  9.03) msec latency[RUN #1 6%,   3 secs]  2 threads:        3615 ops,     968 (avg:     903) ops/sec, 3.83MB/sec (avg: 3.58MB/sec),  8.14 (avg:  8.79) msec latency[RUN #1 7%,   4 secs]  2 threads:        4614 ops,     998 (avg:     922) ops/sec, 3.95MB/sec (avg: 3.65MB/sec),  8.14 (avg:  8.65) msec latency[RUN #1 9%,   5 secs]  2 threads:        5614 ops,     999 (avg:     935) ops/sec, 3.96MB/sec (avg: 3.70MB/sec),  8.00 (avg:  8.53) msec latency[RUN #1 10%,   6 secs]  2 threads:        6586 ops,     971 (avg:     940) ops/sec, 3.84MB/sec (avg: 3.72MB/sec),  8.21 (avg:  8.48) msec latency[RUN #1 11%,   7 secs]  2 threads:        7572 ops,     985 (avg:     946) ops/sec, 3.90MB/sec (avg: 3.74MB/sec),  8.11 (avg:  8.44) msec latency[RUN #1 13%,   9 secs]  2 threads:        8550 ops,     977 (avg:     949) ops/sec, 3.87MB/sec (avg: 3.76MB/sec),  8.19 (avg:  8.41) msec latency[RUN #1 14%,  10 secs]  2 threads:        9545 ops,     994 (avg:     954) ops/sec, 3.94MB/sec (avg: 3.78MB/sec),  8.02 (avg:  8.37) msec latency[RUN #1 16%,  11 secs]  2 threads:       10550 ops,    1004 (avg:     959) ops/sec, 3.98MB/sec (avg: 3.79MB/sec),  7.94 (avg:  8.33) msec latency[RUN #1 17%,  12 secs]  2 threads:       11533 ops,     982 (avg:     961) ops/sec, 3.89MB/sec (avg: 3.80MB/sec),  8.15 (avg:  8.31) msec latency[RUN #1 19%,  13 secs]  2 threads:       12508 ops,     974 (avg:     962) ops/sec, 3.86MB/sec (avg: 3.81MB/sec),  8.18 (avg:  8.30) msec latency[RUN #1 20%,  14 secs]  2 threads:       13518 ops,    1009 (avg:     965) ops/sec, 3.99MB/sec (avg: 3.82MB/sec),  7.95 (avg:  8.27) msec latency[RUN #1 21%,  15 secs]  2 threads:       14502 ops,     983 (avg:     966) ops/sec, 3.89MB/sec (avg: 3.82MB/sec),  8.11 (avg:  8.26) msec latency[RUN #1 23%,  16 secs]  2 threads:       15497 ops,     994 (avg:     968) ops/sec, 3.94MB/sec (avg: 3.83MB/sec),  8.03 (avg:  8.25) msec latency[RUN #1 24%,  17 secs]  2 threads:       16488 ops,     990 (avg:     969) ops/sec, 3.92MB/sec (avg: 3.84MB/sec),  8.08 (avg:  8.24) msec latency[RUN #1 26%,  18 secs]  2 threads:       17470 ops,     981 (avg:     970) ops/sec, 3.88MB/sec (avg: 3.84MB/sec),  8.13 (avg:  8.23) msec latency[RUN #1 27%,  19 secs]  2 threads:       18488 ops,    1017 (avg:     972) ops/sec, 4.03MB/sec (avg: 3.85MB/sec),  7.85 (avg:  8.21) msec latency[RUN #1 29%,  20 secs]  2 threads:       19473 ops,     984 (avg:     973) ops/sec, 3.90MB/sec (avg: 3.85MB/sec),  8.17 (avg:  8.21) msec latency[RUN #1 30%,  21 secs]  2 threads:       20472 ops,     998 (avg:     974) ops/sec, 3.95MB/sec (avg: 3.86MB/sec),  7.99 (avg:  8.20) msec latency[RUN #1 31%,  22 secs]  2 threads:       21458 ops,     985 (avg:     975) ops/sec, 3.90MB/sec (avg: 3.86MB/sec),  8.12 (avg:  8.20) msec latency[RUN #1 33%,  23 secs]  2 threads:       22443 ops,     984 (avg:     975) ops/sec, 3.90MB/sec (avg: 3.86MB/sec),  8.11 (avg:  8.19) msec latency[RUN #1 34%,  24 secs]  2 threads:       23448 ops,    1004 (avg:     976) ops/sec, 3.97MB/sec (avg: 3.86MB/sec),  7.96 (avg:  8.18) msec latency[RUN #1 36%,  25 secs]  2 threads:       24414 ops,     965 (avg:     976) ops/sec, 3.82MB/sec (avg: 3.86MB/sec),  8.27 (avg:  8.19) msec latency[RUN #1 37%,  26 secs]  2 threads:       25407 ops,     992 (avg:     977) ops/sec, 3.93MB/sec (avg: 3.87MB/sec),  8.08 (avg:  8.18) msec latency[RUN #1 39%,  27 secs]  2 threads:       26388 ops,     980 (avg:     977) ops/sec, 3.88MB/sec (avg: 3.87MB/sec),  8.16 (avg:  8.18) msec latency[RUN #1 40%,  28 secs]  2 threads:       27380 ops,     990 (avg:     977) ops/sec, 3.92MB/sec (avg: 3.87MB/sec),  8.06 (avg:  8.18) msec latency[RUN #1 41%,  29 secs]  2 threads:       28359 ops,     978 (avg:     977) ops/sec, 3.87MB/sec (avg: 3.87MB/sec),  8.18 (avg:  8.18) msec latency[RUN #1 43%,  30 secs]  2 threads:       29337 ops,     977 (avg:     977) ops/sec, 3.87MB/sec (avg: 3.87MB/sec),  8.15 (avg:  8.18) msec latency[RUN #1 44%,  31 secs]  2 threads:       30299 ops,     961 (avg:     977) ops/sec, 3.80MB/sec (avg: 3.87MB/sec),  8.31 (avg:  8.18) msec latency[RUN #1 46%,  32 secs]  2 threads:       31266 ops,     966 (avg:     976) ops/sec, 3.82MB/sec (avg: 3.86MB/sec),  8.26 (avg:  8.18) msec latency[RUN #1 47%,  33 secs]  2 threads:       32291 ops,    1024 (avg:     978) ops/sec, 4.05MB/sec (avg: 3.87MB/sec),  7.83 (avg:  8.17) msec latency[RUN #1 49%,  34 secs]  2 threads:       33278 ops,     986 (avg:     978) ops/sec, 3.90MB/sec (avg: 3.87MB/sec),  8.10 (avg:  8.17) msec latency[RUN #1 50%,  35 secs]  2 threads:       34241 ops,     962 (avg:     978) ops/sec, 3.81MB/sec (avg: 3.87MB/sec),  8.29 (avg:  8.17) msec latency[RUN #1 51%,  36 secs]  2 threads:       35259 ops,    1017 (avg:     979) ops/sec, 4.03MB/sec (avg: 3.87MB/sec),  7.86 (avg:  8.16) msec latency[RUN #1 53%,  37 secs]  2 threads:       36251 ops,     991 (avg:     979) ops/sec, 3.92MB/sec (avg: 3.88MB/sec),  8.04 (avg:  8.16) msec latency[RUN #1 54%,  38 secs]  2 threads:       37230 ops,     978 (avg:     979) ops/sec, 3.87MB/sec (avg: 3.87MB/sec),  8.10 (avg:  8.16) msec latency[RUN #1 56%,  39 secs]  2 threads:       38253 ops,    1022 (avg:     980) ops/sec, 4.05MB/sec (avg: 3.88MB/sec),  7.90 (avg:  8.15) msec latency[RUN #1 57%,  40 secs]  2 threads:       39246 ops,     992 (avg:     981) ops/sec, 3.93MB/sec (avg: 3.88MB/sec),  8.04 (avg:  8.15) msec latency[RUN #1 59%,  41 secs]  2 threads:       40231 ops,     984 (avg:     981) ops/sec, 3.90MB/sec (avg: 3.88MB/sec),  8.13 (avg:  8.15) msec latency[RUN #1 60%,  42 secs]  2 threads:       41218 ops,     986 (avg:     981) ops/sec, 3.90MB/sec (avg: 3.88MB/sec),  8.10 (avg:  8.15) msec latency[RUN #1 61%,  43 secs]  2 threads:       42179 ops,     960 (avg:     980) ops/sec, 3.80MB/sec (avg: 3.88MB/sec),  8.27 (avg:  8.15) msec latency[RUN #1 63%,  44 secs]  2 threads:       43142 ops,     962 (avg:     980) ops/sec, 3.81MB/sec (avg: 3.88MB/sec),  8.34 (avg:  8.15) msec latency[RUN #1 64%,  45 secs]  2 threads:       44143 ops,    1000 (avg:     980) ops/sec, 3.96MB/sec (avg: 3.88MB/sec),  7.99 (avg:  8.15) msec latency[RUN #1 66%,  46 secs]  2 threads:       45114 ops,     970 (avg:     980) ops/sec, 3.84MB/sec (avg: 3.88MB/sec),  8.23 (avg:  8.15) msec latency[RUN #1 67%,  47 secs]  2 threads:       46090 ops,     975 (avg:     980) ops/sec, 3.86MB/sec (avg: 3.88MB/sec),  8.21 (avg:  8.15) msec latency[RUN #1 69%,  48 secs]  2 threads:       47063 ops,     972 (avg:     980) ops/sec, 3.85MB/sec (avg: 3.88MB/sec),  8.21 (avg:  8.15) msec latency[RUN #1 70%,  49 secs]  2 threads:       48032 ops,     968 (avg:     980) ops/sec, 3.83MB/sec (avg: 3.88MB/sec),  8.25 (avg:  8.16) msec latency[RUN #1 71%,  50 secs]  2 threads:       49017 ops,     984 (avg:     980) ops/sec, 3.90MB/sec (avg: 3.88MB/sec),  8.11 (avg:  8.16) msec latency[RUN #1 73%,  51 secs]  2 threads:       50026 ops,    1008 (avg:     980) ops/sec, 3.99MB/sec (avg: 3.88MB/sec),  7.93 (avg:  8.15) msec latency[RUN #1 74%,  52 secs]  2 threads:       51016 ops,     989 (avg:     980) ops/sec, 3.92MB/sec (avg: 3.88MB/sec),  8.04 (avg:  8.15) msec latency[RUN #1 76%,  53 secs]  2 threads:       51996 ops,     979 (avg:     980) ops/sec, 3.88MB/sec (avg: 3.88MB/sec),  8.18 (avg:  8.15) msec latency[RUN #1 77%,  54 secs]  2 threads:       52999 ops,    1002 (avg:     981) ops/sec, 3.97MB/sec (avg: 3.88MB/sec),  7.98 (avg:  8.15) msec latency[RUN #1 79%,  55 secs]  2 threads:       53976 ops,     976 (avg:     981) ops/sec, 3.86MB/sec (avg: 3.88MB/sec),  8.18 (avg:  8.15) msec latency[RUN #1 80%,  56 secs]  2 threads:       54951 ops,     974 (avg:     981) ops/sec, 3.86MB/sec (avg: 3.88MB/sec),  8.21 (avg:  8.15) msec latency[RUN #1 81%,  57 secs]  2 threads:       55939 ops,     987 (avg:     981) ops/sec, 3.91MB/sec (avg: 3.88MB/sec),  8.07 (avg:  8.15) msec latency[RUN #1 83%,  58 secs]  2 threads:       56927 ops,     987 (avg:     981) ops/sec, 3.91MB/sec (avg: 3.88MB/sec),  8.10 (avg:  8.15) msec latency[RUN #1 84%,  59 secs]  2 threads:       57904 ops,     976 (avg:     981) ops/sec, 3.86MB/sec (avg: 3.88MB/sec),  8.18 (avg:  8.15) msec latency[RUN #1 86%,  60 secs]  2 threads:       58892 ops,     987 (avg:     981) ops/sec, 3.91MB/sec (avg: 3.88MB/sec),  8.09 (avg:  8.15) msec latency[RUN #1 87%,  61 secs]  2 threads:       59884 ops,     991 (avg:     981) ops/sec, 3.92MB/sec (avg: 3.88MB/sec),  8.09 (avg:  8.14) msec latency[RUN #1 89%,  62 secs]  2 threads:       60865 ops,     980 (avg:     981) ops/sec, 3.88MB/sec (avg: 3.88MB/sec),  8.13 (avg:  8.14) msec latency[RUN #1 90%,  63 secs]  2 threads:       61883 ops,    1017 (avg:     982) ops/sec, 4.03MB/sec (avg: 3.89MB/sec),  7.87 (avg:  8.14) msec latency[RUN #1 91%,  64 secs]  2 threads:       62873 ops,     989 (avg:     982) ops/sec, 3.92MB/sec (avg: 3.89MB/sec),  8.06 (avg:  8.14) msec latency[RUN #1 93%,  65 secs]  2 threads:       63855 ops,     981 (avg:     982) ops/sec, 3.88MB/sec (avg: 3.89MB/sec),  8.14 (avg:  8.14) msec latency[RUN #1 94%,  66 secs]  2 threads:       64818 ops,     962 (avg:     981) ops/sec, 3.81MB/sec (avg: 3.88MB/sec),  8.31 (avg:  8.14) msec latency[RUN #1 96%,  67 secs]  2 threads:       65810 ops,     991 (avg:     982) ops/sec, 3.92MB/sec (avg: 3.88MB/sec),  8.06 (avg:  8.14) msec latency[RUN #1 97%,  68 secs]  2 threads:       66803 ops,     992 (avg:     982) ops/sec, 3.93MB/sec (avg: 3.89MB/sec),  8.00 (avg:  8.14) msec latency[RUN #1 99%,  69 secs]  2 threads:       67792 ops,     988 (avg:     982) ops/sec, 3.91MB/sec (avg: 3.89MB/sec),  8.14 (avg:  8.14) msec latency[RUN #1 100%,  70 secs]  2 threads:       68787 ops,     995 (avg:     982) ops/sec, 3.94MB/sec (avg: 3.89MB/sec),  8.03 (avg:  8.14) msec latency[RUN #1 100%,  70 secs]  0 threads:       68789 ops,     995 (avg:     982) ops/sec, 3.94MB/sec (avg: 3.89MB/sec),  8.03 (avg:  8.14) msec latency

2         Threads
4         Connections per thread
70        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
------------------------------------------------------------------------
Sets           0.00          ---          ---      0.00000         0.00 
Gets         982.59       982.59         0.00      8.13600      3980.05 
Waits          0.00          ---          ---      0.00000          --- 
Totals       982.59       982.59         0.00      8.13600      3980.05 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
---
GET       0.680         0.00
GET       0.710         0.01
GET       0.720         0.01
GET       0.730         0.01
GET       0.740         0.02
GET       0.750         0.03
GET       0.760         0.03
GET       0.770         0.03
GET       0.780         0.04
GET       0.790         0.06
GET       0.800         0.06
GET       0.810         0.08
GET       0.820         0.10
GET       0.830         0.12
GET       0.840         0.13
GET       0.850         0.17
GET       0.860         0.20
GET       0.870         0.23
GET       0.880         0.26
GET       0.890         0.32
GET       0.900         0.37
GET       0.910         0.42
GET       0.920         0.48
GET       0.930         0.56
GET       0.940         0.63
GET       0.950         0.71
GET       0.960         0.78
GET       0.970         0.86
GET       0.980         1.00
GET       0.990         1.08
GET       1.000         1.75
GET       1.100         3.27
GET       1.200         5.17
GET       1.300         7.25
GET       1.400         9.09
GET       1.500        11.04
GET       1.600        12.81
GET       1.700        14.40
GET       1.800        15.71
GET       1.900        16.89
GET       2.000        17.88
GET       2.100        18.79
GET       2.200        19.57
GET       2.300        20.32
GET       2.400        20.97
GET       2.500        21.55
GET       2.600        22.14
GET       2.700        22.67
GET       2.800        23.20
GET       2.900        23.71
GET       3.000        24.25
GET       3.100        24.75
GET       3.200        25.24
GET       3.300        25.69
GET       3.400        26.18
GET       3.500        26.66
GET       3.600        27.17
GET       3.700        27.63
GET       3.800        28.07
GET       3.900        28.55
GET       4.000        28.97
GET       4.100        29.44
GET       4.200        29.87
GET       4.300        30.34
GET       4.400        30.82
GET       4.500        31.28
GET       4.600        31.78
GET       4.700        32.24
GET       4.800        32.71
GET       4.900        33.13
GET       5.000        33.68
GET       5.100        34.18
GET       5.200        34.67
GET       5.300        35.18
GET       5.400        35.68
GET       5.500        36.16
GET       5.600        36.68
GET       5.700        37.20
GET       5.800        37.71
GET       5.900        38.29
GET       6.000        38.78
GET       6.100        39.34
GET       6.200        39.93
GET       6.300        40.51
GET       6.400        41.09
GET       6.500        41.71
GET       6.600        42.38
GET       6.700        43.07
GET       6.800        43.69
GET       6.900        44.31
GET       7.000        44.94
GET       7.100        45.55
GET       7.200        46.19
GET       7.300        46.77
GET       7.400        47.35
GET       7.500        47.88
GET       7.600        48.44
GET       7.700        48.98
GET       7.800        49.43
GET       7.900        49.93
GET       8.000        50.48
GET       8.100        51.04
GET       8.200        51.56
GET       8.300        52.11
GET       8.400        52.68
GET       8.500        53.27
GET       8.600        53.93
GET       8.700        54.50
GET       8.800        55.14
GET       8.900        55.76
GET       9.000        56.35
GET       9.100        56.93
GET       9.200        57.50
GET       9.300        58.10
GET       9.400        58.62
GET       9.500        59.14
GET       9.600        59.66
GET       9.700        60.22
GET       9.800        60.76
GET       9.900        61.27
GET      10.000        64.34
GET      11.000        70.03
GET      12.000        75.97
GET      13.000        82.93
GET      14.000        90.97
GET      15.000        94.38
GET      16.000        96.16
GET      17.000        97.18
GET      18.000        98.04
GET      19.000        98.69
GET      20.000        99.04
GET      21.000        99.23
GET      22.000        99.33
GET      23.000        99.43
GET      24.000        99.51
GET      25.000        99.59
GET      26.000        99.68
GET      27.000        99.72
GET      28.000        99.77
GET      29.000        99.83
GET      30.000        99.86
GET      31.000        99.88
GET      32.000        99.90
GET      33.000        99.93
GET      34.000        99.94
GET      35.000        99.95
GET      36.000        99.96
GET      37.000        99.96
GET      38.000        99.96
GET      39.000        99.97
GET      40.000        99.98
GET      41.000        99.98
GET      42.000        99.98
GET      46.000        99.98
GET      47.000        99.99
GET      49.000        99.99
GET      50.000        99.99
GET     190.000        99.99
GET     200.000       100.00
GET     210.000       100.00
---
