2018-10-21 20:17:47 (18334367591717) INFO  - START: Middleware listening on address 10.0.0.11:8888.
2018-10-21 20:19:10 (18417510769584) STATS -  5.00, 13303, 44, 3.675401, 2.311960, 6.279138, 0.000000, 6.279138, 0.000000, 0, 66519, 0, 1.00, 0.00, 0
2018-10-21 20:19:10 (18417955646192) STATS - 10.00, 17042, 40, 2.472995, 2.111043, 4.847303, 0.000000, 4.847303, 0.000000, 0, 85213, 0, 1.00, 0.00, 0
2018-10-21 20:19:11 (18418225641987) STATS - 15.00, 16941, 41, 2.470457, 2.068296, 4.761743, 0.000000, 4.761743, 0.000000, 0, 84708, 0, 1.00, 0.00, 0
2018-10-21 20:19:11 (18418499100883) STATS - 20.00, 17182, 42, 2.514884, 1.980191, 4.752057, 0.000000, 4.752057, 0.000000, 0, 85910, 0, 1.00, 0.00, 0
2018-10-21 20:19:11 (18418751386460) STATS - 25.00, 17272, 42, 2.385471, 1.976330, 4.557235, 0.000000, 4.557235, 0.000000, 0, 86361, 0, 1.00, 0.00, 0
2018-10-21 20:19:12 (18418992239202) STATS - 30.00, 16508, 42, 2.641748, 2.025065, 4.914400, 0.000000, 4.914400, 0.000000, 0, 82543, 0, 1.00, 0.00, 0
2018-10-21 20:19:12 (18419216367656) STATS - 35.00, 17114, 42, 2.409245, 1.965471, 4.637140, 0.000000, 4.637140, 0.000000, 0, 85572, 0, 1.00, 0.00, 0
2018-10-21 20:19:12 (18419416069195) STATS - 40.00, 17399, 43, 2.505175, 1.880033, 4.586986, 0.000000, 4.586986, 0.000000, 0, 86997, 0, 1.00, 0.00, 0
2018-10-21 20:19:12 (18419604874715) STATS - 45.00, 16889, 41, 2.541577, 2.065235, 4.852691, 0.000000, 4.852691, 0.000000, 0, 84447, 0, 1.00, 0.00, 0
2018-10-21 20:19:12 (18419775125394) STATS - 50.00, 14973, 42, 2.714998, 2.487432, 5.383611, 0.000000, 5.383611, 0.000000, 0, 74868, 0, 1.00, 0.00, 0
2018-10-21 20:19:12 (18419921971587) STATS - 55.00, 17369, 42, 2.540783, 1.958928, 4.681736, 0.000000, 4.681736, 0.000000, 0, 86846, 0, 1.00, 0.00, 0
2018-10-21 20:19:13 (18420051310369) STATS - 60.00, 17402, 42, 2.472934, 1.847587, 4.550246, 0.000000, 4.550246, 0.000000, 0, 87010, 0, 1.00, 0.00, 0
2018-10-21 20:19:13 (18420168549697) STATS - 65.00, 17323, 42, 2.525760, 1.931544, 4.664161, 0.000000, 4.664161, 0.000000, 0, 86617, 0, 1.00, 0.00, 0
2018-10-21 20:19:13 (18420261869526) STATS - 70.00, 17112, 41, 2.500923, 2.059288, 4.777136, 0.000000, 4.777136, 0.000000, 0, 85564, 0, 1.00, 0.00, 0
2018-10-21 20:19:13 (18420280331666) STATS - 71.00, 509, 6, 0.934499, 1.337004, 2.410269, 0.000000, 2.410269, 0.000000, 0, 2546, 0, 1.00, 0.00, 0
2018-10-21 20:19:14 (18421289954987) STATS - Interval, Responses
2018-10-21 20:19:14 (18421291124821) STATS - 0.1, 0
2018-10-21 20:19:14 (18421291386229) STATS - 0.2, 0
2018-10-21 20:19:14 (18421297494908) STATS - 0.3, 0
2018-10-21 20:19:14 (18421297750015) STATS - 0.4, 14
2018-10-21 20:19:14 (18421297992422) STATS - 0.5, 313
2018-10-21 20:19:14 (18421298282231) STATS - 0.6, 2094
2018-10-21 20:19:14 (18421298515637) STATS - 0.7, 4476
2018-10-21 20:19:14 (18421298785845) STATS - 0.8, 6703
2018-10-21 20:19:14 (18421299053153) STATS - 0.9, 7556
2018-10-21 20:19:14 (18421299282760) STATS - 1.0, 7823
2018-10-21 20:19:14 (18421299542367) STATS - 1.1, 8583
2018-10-21 20:19:14 (18421299775374) STATS - 1.2, 9017
2018-10-21 20:19:14 (18421300056783) STATS - 1.3, 9596
2018-10-21 20:19:14 (18421300298190) STATS - 1.4, 10577
2018-10-21 20:19:14 (18421300560397) STATS - 1.5, 11386
2018-10-21 20:19:14 (18421300845106) STATS - 1.6, 12342
2018-10-21 20:19:14 (18421301139214) STATS - 1.7, 13451
2018-10-21 20:19:14 (18421307121389) STATS - 1.8, 14570
2018-10-21 20:19:14 (18421307440398) STATS - 1.9, 15669
2018-10-21 20:19:14 (18421307717006) STATS - 2.0, 16892
2018-10-21 20:19:14 (18421307952013) STATS - 2.1, 18318
2018-10-21 20:19:14 (18421308189920) STATS - 2.2, 19737
2018-10-21 20:19:14 (18421308444528) STATS - 2.3, 20804
2018-10-21 20:19:14 (18421308679035) STATS - 2.4, 21966
2018-10-21 20:19:14 (18421308893741) STATS - 2.5, 22871
2018-10-21 20:19:14 (18421309138948) STATS - 2.6, 24185
2018-10-21 20:19:14 (18421309433357) STATS - 2.7, 25263
2018-10-21 20:19:14 (18421309695664) STATS - 2.8, 25761
2018-10-21 20:19:14 (18421309920171) STATS - 2.9, 26394
2018-10-21 20:19:14 (18421310132477) STATS - 3.0, 26345
2018-10-21 20:19:14 (18421310355984) STATS - 3.1, 26768
2018-10-21 20:19:14 (18421310570790) STATS - 3.2, 27097
2018-10-21 20:19:14 (18421310790996) STATS - 3.3, 26876
2018-10-21 20:19:14 (18421311240510) STATS - 3.4, 26483
2018-10-21 20:19:14 (18421317575995) STATS - 3.5, 25755
2018-10-21 20:19:14 (18421317815402) STATS - 3.6, 24987
2018-10-21 20:19:14 (18421318057009) STATS - 3.7, 24141
2018-10-21 20:19:14 (18421318302516) STATS - 3.8, 23450
2018-10-21 20:19:14 (18421318561924) STATS - 3.9, 22754
2018-10-21 20:19:14 (18421319075239) STATS - 4.0, 21536
2018-10-21 20:19:14 (18421319775259) STATS - 4.1, 20953
2018-10-21 20:19:14 (18421320040767) STATS - 4.2, 19404
2018-10-21 20:19:14 (18421320263473) STATS - 4.3, 18616
2018-10-21 20:19:14 (18421320536481) STATS - 4.4, 17439
2018-10-21 20:19:14 (18421320796489) STATS - 4.5, 16763
