2018-11-20 14:30:27 (2503803444590) INFO  - START: Middleware listening on address 10.0.0.11:8888.
2018-11-20 14:31:52 (2588523984264) STATS -  5.00, 1378, 54, 42.610227, 21.821578, 64.718255, 0.000000, 64.718255, 0.000000, 0, 6890, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588641606678) STATS - 10.00, 1377, 54, 43.664594, 23.164375, 66.890473, 0.000000, 66.890473, 0.000000, 0, 6887, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588730818788) STATS - 15.00, 1385, 54, 43.225029, 23.059002, 66.343279, 0.000000, 66.343279, 0.000000, 0, 6928, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588750886890) STATS - 20.00, 1405, 54, 42.425803, 22.607054, 65.093375, 0.000000, 65.093375, 0.000000, 0, 7025, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588770116893) STATS - 25.00, 1412, 54, 42.243666, 22.657115, 64.956061, 0.000000, 64.956061, 0.000000, 0, 7062, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588781729994) STATS - 30.00, 1413, 54, 42.347320, 22.576694, 64.987154, 0.000000, 64.987154, 0.000000, 0, 7067, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588800327396) STATS - 35.00, 1423, 54, 42.059866, 22.420893, 64.574022, 0.000000, 64.574022, 0.000000, 0, 7116, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588811525197) STATS - 40.00, 1421, 54, 42.127041, 22.430876, 64.626209, 0.000000, 64.626209, 0.000000, 0, 7109, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588829740199) STATS - 45.00, 1400, 54, 42.582018, 22.753802, 65.395072, 0.000000, 65.395072, 0.000000, 0, 7002, 0, 0.00, 0.00, 0
2018-11-20 14:31:52 (2588840310201) STATS - 50.00, 1393, 54, 42.895553, 22.862435, 65.811870, 0.000000, 65.811870, 0.000000, 0, 6966, 0, 0.00, 0.00, 0
2018-11-20 14:31:53 (2588850846502) STATS - 55.00, 1435, 54, 41.556715, 22.291104, 63.923761, 0.000000, 63.923761, 0.000000, 0, 7179, 0, 0.00, 0.00, 0
2018-11-20 14:31:53 (2588860950403) STATS - 60.00, 1445, 54, 41.211567, 22.073379, 63.355419, 0.000000, 63.355419, 0.000000, 0, 7229, 0, 0.00, 0.00, 0
2018-11-20 14:31:53 (2588870896404) STATS - 65.00, 1432, 54, 41.737416, 22.211750, 64.022511, 0.000000, 64.022511, 0.000000, 0, 7161, 0, 0.00, 0.00, 0
2018-11-20 14:31:53 (2588880614505) STATS - 70.00, 1419, 54, 42.341110, 22.518163, 64.921230, 0.000000, 64.921230, 0.000000, 0, 7096, 0, 0.00, 0.00, 0
2018-11-20 14:31:53 (2588888714106) STATS - 70.00, 53, 19, 23.283140, 14.253637, 37.586091, 0.000000, 37.586091, 0.000000, 0, 266, 0, 0.00, 0.00, 0
2018-11-20 14:31:53 (2589104928831) STATS - Type, Interval, Responses
2018-11-20 14:31:53 (2589352985259) STATS - GET, 31.4, 2
2018-11-20 14:31:53 (2589353037659) STATS - GET, 31.5, 2
2018-11-20 14:31:53 (2589353088959) STATS - GET, 31.6, 0
2018-11-20 14:31:53 (2589353140759) STATS - GET, 31.7, 1
2018-11-20 14:31:53 (2589353192059) STATS - GET, 31.8, 1
2018-11-20 14:31:53 (2589353243359) STATS - GET, 31.9, 0
2018-11-20 14:31:53 (2589353293059) STATS - GET, 32.0, 1
2018-11-20 14:31:53 (2589353344159) STATS - GET, 32.1, 0
2018-11-20 14:31:53 (2589353408359) STATS - GET, 32.2, 0
2018-11-20 14:31:53 (2589360499360) STATS - GET, 32.3, 1
2018-11-20 14:31:53 (2589360590860) STATS - GET, 32.4, 1
2018-11-20 14:31:53 (2589360677760) STATS - GET, 32.5, 2
2018-11-20 14:31:53 (2589360756060) STATS - GET, 32.6, 0
2018-11-20 14:31:53 (2589360811160) STATS - GET, 32.7, 1
2018-11-20 14:31:53 (2589360865760) STATS - GET, 32.8, 0
2018-11-20 14:31:53 (2589360920860) STATS - GET, 32.9, 0
2018-11-20 14:31:53 (2589360984660) STATS - GET, 33.0, 0
2018-11-20 14:31:53 (2589361046760) STATS - GET, 33.1, 2
2018-11-20 14:31:53 (2589361096260) STATS - GET, 33.2, 0
2018-11-20 14:31:53 (2589361145860) STATS - GET, 33.3, 1
2018-11-20 14:31:53 (2589361195560) STATS - GET, 33.4, 1
2018-11-20 14:31:53 (2589361244660) STATS - GET, 33.5, 0
2018-11-20 14:31:53 (2589361293860) STATS - GET, 33.6, 1
2018-11-20 14:31:53 (2589361342860) STATS - GET, 33.7, 7
2018-11-20 14:31:53 (2589361392760) STATS - GET, 33.8, 2
2018-11-20 14:31:53 (2589361442760) STATS - GET, 33.9, 1
2018-11-20 14:31:53 (2589361492660) STATS - GET, 34.0, 0
2018-11-20 14:31:53 (2589361541760) STATS - GET, 34.1, 1
2018-11-20 14:31:53 (2589361590660) STATS - GET, 34.2, 1
2018-11-20 14:31:53 (2589361640460) STATS - GET, 34.3, 0
2018-11-20 14:31:53 (2589361690060) STATS - GET, 34.4, 0
2018-11-20 14:31:53 (2589361741760) STATS - GET, 34.5, 1
2018-11-20 14:31:53 (2589361793460) STATS - GET, 34.6, 0
2018-11-20 14:31:53 (2589361843360) STATS - GET, 34.7, 1
2018-11-20 14:31:53 (2589361893660) STATS - GET, 34.8, 2
2018-11-20 14:31:53 (2589361945860) STATS - GET, 34.9, 5
2018-11-20 14:31:53 (2589361996160) STATS - GET, 35.0, 1
2018-11-20 14:31:53 (2589362047960) STATS - GET, 35.1, 5
2018-11-20 14:31:53 (2589362097960) STATS - GET, 35.2, 3
2018-11-20 14:31:53 (2589362149360) STATS - GET, 35.3, 1
2018-11-20 14:31:53 (2589362199560) STATS - GET, 35.4, 2
2018-11-20 14:31:53 (2589362249760) STATS - GET, 35.5, 4
2018-11-20 14:31:53 (2589362300760) STATS - GET, 35.6, 3
2018-11-20 14:31:53 (2589362352160) STATS - GET, 35.7, 3
2018-11-20 14:31:53 (2589362402360) STATS - GET, 35.8, 3
2018-11-20 14:31:53 (2589362453560) STATS - GET, 35.9, 2
2018-11-20 14:31:53 (2589362503560) STATS - GET, 36.0, 0
2018-11-20 14:31:53 (2589362575660) STATS - GET, 36.1, 5
2018-11-20 14:31:53 (2589362632760) STATS - GET, 36.2, 10
2018-11-20 14:31:53 (2589362695260) STATS - GET, 36.3, 3
2018-11-20 14:31:53 (2589362782860) STATS - GET, 36.4, 5
2018-11-20 14:31:53 (2589362843760) STATS - GET, 36.5, 5
2018-11-20 14:31:53 (2589362903360) STATS - GET, 36.6, 3
2018-11-20 14:31:53 (2589362982260) STATS - GET, 36.7, 4
2018-11-20 14:31:53 (2589363053760) STATS - GET, 36.8, 1
2018-11-20 14:31:53 (2589363132360) STATS - GET, 36.9, 2
2018-11-20 14:31:53 (2589363187160) STATS - GET, 37.0, 3
2018-11-20 14:31:53 (2589363242160) STATS - GET, 37.1, 5
2018-11-20 14:31:53 (2589363299360) STATS - GET, 37.2, 5
2018-11-20 14:31:53 (2589363355360) STATS - GET, 37.3, 2
2018-11-20 14:31:53 (2589370601961) STATS - GET, 37.4, 1
2018-11-20 14:31:53 (2589370755761) STATS - GET, 37.5, 6
2018-11-20 14:31:53 (2589370835261) STATS - GET, 37.6, 2
2018-11-20 14:31:53 (2589370887261) STATS - GET, 37.7, 3
2018-11-20 14:31:53 (2589370935861) STATS - GET, 37.8, 7
2018-11-20 14:31:53 (2589370983261) STATS - GET, 37.9, 6
2018-11-20 14:31:53 (2589371029461) STATS - GET, 38.0, 2
2018-11-20 14:31:53 (2589371076761) STATS - GET, 38.1, 5
2018-11-20 14:31:53 (2589371123261) STATS - GET, 38.2, 1
2018-11-20 14:31:53 (2589371171861) STATS - GET, 38.3, 1
2018-11-20 14:31:53 (2589371221261) STATS - GET, 38.4, 8
2018-11-20 14:31:53 (2589371268561) STATS - GET, 38.5, 2
2018-11-20 14:31:53 (2589371315061) STATS - GET, 38.6, 1
2018-11-20 14:31:53 (2589371362261) STATS - GET, 38.7, 6
2018-11-20 14:31:53 (2589371416561) STATS - GET, 38.8, 4
2018-11-20 14:31:53 (2589371465361) STATS - GET, 38.9, 4
2018-11-20 14:31:53 (2589371511261) STATS - GET, 39.0, 7
2018-11-20 14:31:53 (2589371558161) STATS - GET, 39.1, 7
2018-11-20 14:31:53 (2589371703361) STATS - GET, 39.2, 7
2018-11-20 14:31:53 (2589371766161) STATS - GET, 39.3, 11
2018-11-20 14:31:53 (2589371819661) STATS - GET, 39.4, 12
2018-11-20 14:31:53 (2589371872861) STATS - GET, 39.5, 15
2018-11-20 14:31:53 (2589371925661) STATS - GET, 39.6, 22
2018-11-20 14:31:53 (2589372031461) STATS - GET, 39.7, 36
2018-11-20 14:31:53 (2589372098961) STATS - GET, 39.8, 32
2018-11-20 14:31:53 (2589372150561) STATS - GET, 39.9, 63
2018-11-20 14:31:53 (2589372200861) STATS - GET, 40.0, 47
2018-11-20 14:31:53 (2589372251461) STATS - GET, 40.1, 76
2018-11-20 14:31:53 (2589372301661) STATS - GET, 40.2, 73
2018-11-20 14:31:53 (2589372352661) STATS - GET, 40.3, 90
2018-11-20 14:31:53 (2589372424061) STATS - GET, 40.4, 112
2018-11-20 14:31:53 (2589372470961) STATS - GET, 40.5, 103
2018-11-20 14:31:53 (2589372517961) STATS - GET, 40.6, 97
2018-11-20 14:31:53 (2589372565161) STATS - GET, 40.7, 115
2018-11-20 14:31:53 (2589372612661) STATS - GET, 40.8, 101
2018-11-20 14:31:53 (2589372659961) STATS - GET, 40.9, 72
2018-11-20 14:31:53 (2589372705061) STATS - GET, 41.0, 90
2018-11-20 14:31:53 (2589372751761) STATS - GET, 41.1, 101
2018-11-20 14:31:53 (2589372797461) STATS - GET, 41.2, 101
2018-11-20 14:31:53 (2589372847061) STATS - GET, 41.3, 108
2018-11-20 14:31:53 (2589372894661) STATS - GET, 41.4, 107
2018-11-20 14:31:53 (2589372941661) STATS - GET, 41.5, 102
2018-11-20 14:31:53 (2589372989861) STATS - GET, 41.6, 97
2018-11-20 14:31:53 (2589373036761) STATS - GET, 41.7, 92
2018-11-20 14:31:53 (2589373083961) STATS - GET, 41.8, 100
2018-11-20 14:31:53 (2589373131261) STATS - GET, 41.9, 82
2018-11-20 14:31:53 (2589373189161) STATS - GET, 42.0, 101
2018-11-20 14:31:53 (2589373241261) STATS - GET, 42.1, 95
2018-11-20 14:31:53 (2589373290861) STATS - GET, 42.2, 92
2018-11-20 14:31:53 (2589373341361) STATS - GET, 42.3, 87
2018-11-20 14:31:53 (2589380317762) STATS - GET, 42.4, 91
2018-11-20 14:31:53 (2589380491662) STATS - GET, 42.5, 86
2018-11-20 14:31:53 (2589380562962) STATS - GET, 42.6, 68
2018-11-20 14:31:53 (2589380617262) STATS - GET, 42.7, 97
2018-11-20 14:31:53 (2589380668162) STATS - GET, 42.8, 101
2018-11-20 14:31:53 (2589380718162) STATS - GET, 42.9, 107
2018-11-20 14:31:53 (2589380804262) STATS - GET, 43.0, 103
2018-11-20 14:31:53 (2589380881562) STATS - GET, 43.1, 107
2018-11-20 14:31:53 (2589380930562) STATS - GET, 43.2, 94
2018-11-20 14:31:53 (2589380998862) STATS - GET, 43.3, 77
2018-11-20 14:31:53 (2589381048562) STATS - GET, 43.4, 79
2018-11-20 14:31:53 (2589381097262) STATS - GET, 43.5, 87
2018-11-20 14:31:53 (2589381262662) STATS - GET, 43.6, 97
2018-11-20 14:31:53 (2589381322162) STATS - GET, 43.7, 125
2018-11-20 14:31:53 (2589381373462) STATS - GET, 43.8, 113
2018-11-20 14:31:53 (2589381423862) STATS - GET, 43.9, 131
2018-11-20 14:31:53 (2589381471162) STATS - GET, 44.0, 109
2018-11-20 14:31:53 (2589381519262) STATS - GET, 44.1, 100
2018-11-20 14:31:53 (2589381570662) STATS - GET, 44.2, 110
2018-11-20 14:31:53 (2589381635662) STATS - GET, 44.3, 114
2018-11-20 14:31:53 (2589381688362) STATS - GET, 44.4, 117
2018-11-20 14:31:53 (2589381737562) STATS - GET, 44.5, 114
2018-11-20 14:31:53 (2589381785962) STATS - GET, 44.6, 91
2018-11-20 14:31:53 (2589381834362) STATS - GET, 44.7, 125
2018-11-20 14:31:53 (2589381883762) STATS - GET, 44.8, 114
2018-11-20 14:31:53 (2589381943962) STATS - GET, 44.9, 116
2018-11-20 14:31:53 (2589381989862) STATS - GET, 45.0, 101
2018-11-20 14:31:53 (2589382048462) STATS - GET, 45.1, 128
2018-11-20 14:31:53 (2589382097262) STATS - GET, 45.2, 133
2018-11-20 14:31:53 (2589382145862) STATS - GET, 45.3, 137
2018-11-20 14:31:53 (2589382194462) STATS - GET, 45.4, 135
2018-11-20 14:31:53 (2589382242362) STATS - GET, 45.5, 111
2018-11-20 14:31:53 (2589382289862) STATS - GET, 45.6, 117
2018-11-20 14:31:53 (2589382337462) STATS - GET, 45.7, 110
2018-11-20 14:31:53 (2589382387662) STATS - GET, 45.8, 142
2018-11-20 14:31:53 (2589382435562) STATS - GET, 45.9, 218
2018-11-20 14:31:53 (2589382481862) STATS - GET, 46.0, 272
2018-11-20 14:31:53 (2589382529462) STATS - GET, 46.1, 287
2018-11-20 14:31:53 (2589382576762) STATS - GET, 46.2, 344
2018-11-20 14:31:53 (2589382624962) STATS - GET, 46.3, 412
2018-11-20 14:31:53 (2589382672762) STATS - GET, 46.4, 443
2018-11-20 14:31:53 (2589382720462) STATS - GET, 46.5, 442
2018-11-20 14:31:53 (2589382768262) STATS - GET, 46.6, 434
2018-11-20 14:31:53 (2589382816362) STATS - GET, 46.7, 366
2018-11-20 14:31:53 (2589382863962) STATS - GET, 46.8, 273
2018-11-20 14:31:53 (2589382939362) STATS - GET, 46.9, 196
2018-11-20 14:31:53 (2589382993662) STATS - GET, 47.0, 182
2018-11-20 14:31:53 (2589383046562) STATS - GET, 47.1, 156
2018-11-20 14:31:53 (2589383103562) STATS - GET, 47.2, 111
2018-11-20 14:31:53 (2589383166762) STATS - GET, 47.3, 115
2018-11-20 14:31:53 (2589383216862) STATS - GET, 47.4, 101
2018-11-20 14:31:53 (2589390293163) STATS - GET, 47.5, 88
2018-11-20 14:31:53 (2589390398863) STATS - GET, 47.6, 85
2018-11-20 14:31:53 (2589390445763) STATS - GET, 47.7, 108
2018-11-20 14:31:53 (2589390534863) STATS - GET, 47.8, 85
2018-11-20 14:31:53 (2589390625563) STATS - GET, 47.9, 82
2018-11-20 14:31:53 (2589390670863) STATS - GET, 48.0, 92
2018-11-20 14:31:53 (2589390726863) STATS - GET, 48.1, 86
2018-11-20 14:31:53 (2589390771963) STATS - GET, 48.2, 67
2018-11-20 14:31:53 (2589390838563) STATS - GET, 48.3, 52
2018-11-20 14:31:53 (2589390891863) STATS - GET, 48.4, 40
2018-11-20 14:31:53 (2589390937363) STATS - GET, 48.5, 35
2018-11-20 14:31:53 (2589390981963) STATS - GET, 48.6, 55
2018-11-20 14:31:53 (2589391026363) STATS - GET, 48.7, 31
2018-11-20 14:31:53 (2589391095263) STATS - GET, 48.8, 38
2018-11-20 14:31:53 (2589391143263) STATS - GET, 48.9, 35
2018-11-20 14:31:53 (2589391187163) STATS - GET, 49.0, 36
2018-11-20 14:31:53 (2589391276063) STATS - GET, 49.1, 25
2018-11-20 14:31:53 (2589391415863) STATS - GET, 49.2, 25
2018-11-20 14:31:53 (2589391477663) STATS - GET, 49.3, 36
2018-11-20 14:31:53 (2589391540663) STATS - GET, 49.4, 28
2018-11-20 14:31:53 (2589391674463) STATS - GET, 49.5, 37
2018-11-20 14:31:53 (2589391771663) STATS - GET, 49.6, 36
2018-11-20 14:31:53 (2589391822863) STATS - GET, 49.7, 46
2018-11-20 14:31:53 (2589391868263) STATS - GET, 49.8, 34
2018-11-20 14:31:53 (2589391912563) STATS - GET, 49.9, 29
2018-11-20 14:31:53 (2589391989863) STATS - GET, 50.0, 35
2018-11-20 14:31:53 (2589392070563) STATS - GET, 50.1, 21
2018-11-20 14:31:53 (2589392189863) STATS - GET, 50.2, 35
2018-11-20 14:31:53 (2589392237663) STATS - GET, 50.3, 33
2018-11-20 14:31:53 (2589392311463) STATS - GET, 50.4, 43
2018-11-20 14:31:53 (2589392363963) STATS - GET, 50.5, 35
2018-11-20 14:31:53 (2589392410263) STATS - GET, 50.6, 27
2018-11-20 14:31:53 (2589392455863) STATS - GET, 50.7, 39
2018-11-20 14:31:53 (2589392502063) STATS - GET, 50.8, 33
2018-11-20 14:31:53 (2589392547963) STATS - GET, 50.9, 36
2018-11-20 14:31:53 (2589392614863) STATS - GET, 51.0, 44
2018-11-20 14:31:53 (2589392689463) STATS - GET, 51.1, 31
2018-11-20 14:31:53 (2589392750463) STATS - GET, 51.2, 30
2018-11-20 14:31:53 (2589392796663) STATS - GET, 51.3, 46
2018-11-20 14:31:53 (2589392840863) STATS - GET, 51.4, 39
2018-11-20 14:31:53 (2589392884463) STATS - GET, 51.5, 31
2018-11-20 14:31:53 (2589392959963) STATS - GET, 51.6, 32
2018-11-20 14:31:53 (2589393022063) STATS - GET, 51.7, 40
2018-11-20 14:31:53 (2589393068563) STATS - GET, 51.8, 33
2018-11-20 14:31:53 (2589393115163) STATS - GET, 51.9, 30
2018-11-20 14:31:53 (2589393160063) STATS - GET, 52.0, 40
2018-11-20 14:31:53 (2589400216564) STATS - GET, 52.1, 46
2018-11-20 14:31:53 (2589400381964) STATS - GET, 52.2, 39
2018-11-20 14:31:53 (2589400427564) STATS - GET, 52.3, 31
2018-11-20 14:31:53 (2589400476964) STATS - GET, 52.4, 59
2018-11-20 14:31:53 (2589400515964) STATS - GET, 52.5, 51
2018-11-20 14:31:53 (2589400551064) STATS - GET, 52.6, 46
2018-11-20 14:31:53 (2589400585164) STATS - GET, 52.7, 38
2018-11-20 14:31:53 (2589400620064) STATS - GET, 52.8, 37
2018-11-20 14:31:53 (2589400654464) STATS - GET, 52.9, 35
2018-11-20 14:31:53 (2589400701364) STATS - GET, 53.0, 59
2018-11-20 14:31:53 (2589400737164) STATS - GET, 53.1, 42
2018-11-20 14:31:53 (2589400802164) STATS - GET, 53.2, 46
2018-11-20 14:31:53 (2589400842064) STATS - GET, 53.3, 49
2018-11-20 14:31:53 (2589400878664) STATS - GET, 53.4, 60
2018-11-20 14:31:53 (2589400913764) STATS - GET, 53.5, 46
2018-11-20 14:31:53 (2589400966464) STATS - GET, 53.6, 50
2018-11-20 14:31:53 (2589401008764) STATS - GET, 53.7, 48
2018-11-20 14:31:53 (2589401044364) STATS - GET, 53.8, 65
2018-11-20 14:31:53 (2589401079464) STATS - GET, 53.9, 80
2018-11-20 14:31:53 (2589401113564) STATS - GET, 54.0, 60
2018-11-20 14:31:53 (2589401148164) STATS - GET, 54.1, 46
2018-11-20 14:31:53 (2589401182664) STATS - GET, 54.2, 51
2018-11-20 14:31:53 (2589401227764) STATS - GET, 54.3, 69
2018-11-20 14:31:53 (2589401261564) STATS - GET, 54.4, 93
2018-11-20 14:31:53 (2589401294564) STATS - GET, 54.5, 84
2018-11-20 14:31:53 (2589401328264) STATS - GET, 54.6, 94
2018-11-20 14:31:53 (2589401363964) STATS - GET, 54.7, 78
2018-11-20 14:31:53 (2589401398264) STATS - GET, 54.8, 83
2018-11-20 14:31:53 (2589401432164) STATS - GET, 54.9, 117
2018-11-20 14:31:53 (2589401465064) STATS - GET, 55.0, 153
2018-11-20 14:31:53 (2589401498364) STATS - GET, 55.1, 179
2018-11-20 14:31:53 (2589401581364) STATS - GET, 55.2, 205
2018-11-20 14:31:53 (2589401630964) STATS - GET, 55.3, 260
2018-11-20 14:31:53 (2589401680664) STATS - GET, 55.4, 318
2018-11-20 14:31:53 (2589401717964) STATS - GET, 55.5, 379
2018-11-20 14:31:53 (2589401754864) STATS - GET, 55.6, 434
2018-11-20 14:31:53 (2589401791064) STATS - GET, 55.7, 463
2018-11-20 14:31:53 (2589401827764) STATS - GET, 55.8, 541
2018-11-20 14:31:53 (2589401875564) STATS - GET, 55.9, 520
2018-11-20 14:31:53 (2589401912864) STATS - GET, 56.0, 503
2018-11-20 14:31:53 (2589401970564) STATS - GET, 56.1, 493
2018-11-20 14:31:53 (2589402003864) STATS - GET, 56.2, 532
2018-11-20 14:31:53 (2589402037064) STATS - GET, 56.3, 548
2018-11-20 14:31:53 (2589402100864) STATS - GET, 56.4, 554
2018-11-20 14:31:53 (2589402152565) STATS - GET, 56.5, 559
2018-11-20 14:31:53 (2589402189565) STATS - GET, 56.6, 479
2018-11-20 14:31:53 (2589402238265) STATS - GET, 56.7, 586
2018-11-20 14:31:53 (2589402275765) STATS - GET, 56.8, 598
2018-11-20 14:31:53 (2589402312665) STATS - GET, 56.9, 549
2018-11-20 14:31:53 (2589402348365) STATS - GET, 57.0, 542
2018-11-20 14:31:53 (2589402384965) STATS - GET, 57.1, 589
2018-11-20 14:31:53 (2589402432365) STATS - GET, 57.2, 547
2018-11-20 14:31:53 (2589402481465) STATS - GET, 57.3, 586
2018-11-20 14:31:53 (2589402527365) STATS - GET, 57.4, 566
2018-11-20 14:31:53 (2589402561065) STATS - GET, 57.5, 615
2018-11-20 14:31:53 (2589402594465) STATS - GET, 57.6, 596
2018-11-20 14:31:53 (2589402627965) STATS - GET, 57.7, 618
2018-11-20 14:31:53 (2589402661365) STATS - GET, 57.8, 669
2018-11-20 14:31:53 (2589402695065) STATS - GET, 57.9, 616
2018-11-20 14:31:53 (2589402727265) STATS - GET, 58.0, 583
2018-11-20 14:31:53 (2589402760665) STATS - GET, 58.1, 561
2018-11-20 14:31:53 (2589402793765) STATS - GET, 58.2, 544
2018-11-20 14:31:53 (2589402934365) STATS - GET, 58.3, 559
2018-11-20 14:31:53 (2589402982465) STATS - GET, 58.4, 570
2018-11-20 14:31:53 (2589403020565) STATS - GET, 58.5, 567
2018-11-20 14:31:53 (2589403057965) STATS - GET, 58.6, 568
2018-11-20 14:31:53 (2589403095265) STATS - GET, 58.7, 597
2018-11-20 14:31:53 (2589403132265) STATS - GET, 58.8, 588
2018-11-20 14:31:53 (2589403168765) STATS - GET, 58.9, 600
2018-11-20 14:31:53 (2589403203965) STATS - GET, 59.0, 547
2018-11-20 14:31:53 (2589410238065) STATS - GET, 59.1, 531
2018-11-20 14:31:53 (2589410284065) STATS - GET, 59.2, 524
2018-11-20 14:31:53 (2589410323365) STATS - GET, 59.3, 574
2018-11-20 14:31:53 (2589410361965) STATS - GET, 59.4, 563
2018-11-20 14:31:53 (2589410399765) STATS - GET, 59.5, 629
2018-11-20 14:31:53 (2589410447965) STATS - GET, 59.6, 602
2018-11-20 14:31:53 (2589410495765) STATS - GET, 59.7, 646
2018-11-20 14:31:53 (2589410543065) STATS - GET, 59.8, 618
2018-11-20 14:31:53 (2589413092666) STATS - GET, 59.9, 550
2018-11-20 14:31:53 (2589413170766) STATS - GET, 60.0, 531
2018-11-20 14:31:53 (2589413216566) STATS - GET, 60.1, 503
2018-11-20 14:31:53 (2589413253166) STATS - GET, 60.2, 501
2018-11-20 14:31:53 (2589413298366) STATS - GET, 60.3, 581
2018-11-20 14:31:53 (2589413334566) STATS - GET, 60.4, 594
2018-11-20 14:31:53 (2589413371566) STATS - GET, 60.5, 574
2018-11-20 14:31:53 (2589413405066) STATS - GET, 60.6, 539
2018-11-20 14:31:53 (2589413437366) STATS - GET, 60.7, 534
2018-11-20 14:31:53 (2589413470266) STATS - GET, 60.8, 507
2018-11-20 14:31:53 (2589413513266) STATS - GET, 60.9, 534
2018-11-20 14:31:53 (2589413548766) STATS - GET, 61.0, 497
2018-11-20 14:31:53 (2589413597266) STATS - GET, 61.1, 579
2018-11-20 14:31:53 (2589413631166) STATS - GET, 61.2, 528
2018-11-20 14:31:53 (2589413677166) STATS - GET, 61.3, 584
2018-11-20 14:31:53 (2589413710666) STATS - GET, 61.4, 698
2018-11-20 14:31:53 (2589413743066) STATS - GET, 61.5, 892
2018-11-20 14:31:53 (2589413775466) STATS - GET, 61.6, 1176
2018-11-20 14:31:53 (2589413807566) STATS - GET, 61.7, 1483
2018-11-20 14:31:53 (2589413840166) STATS - GET, 61.8, 1804
2018-11-20 14:31:53 (2589413946066) STATS - GET, 61.9, 1906
2018-11-20 14:31:53 (2589413998866) STATS - GET, 62.0, 1939
2018-11-20 14:31:53 (2589414032266) STATS - GET, 62.1, 1619
2018-11-20 14:31:53 (2589414067566) STATS - GET, 62.2, 1237
2018-11-20 14:31:53 (2589414111466) STATS - GET, 62.3, 840
2018-11-20 14:31:53 (2589414175066) STATS - GET, 62.4, 538
2018-11-20 14:31:53 (2589414213566) STATS - GET, 62.5, 351
2018-11-20 14:31:53 (2589414246566) STATS - GET, 62.6, 264
2018-11-20 14:31:53 (2589414278466) STATS - GET, 62.7, 172
2018-11-20 14:31:53 (2589414312866) STATS - GET, 62.8, 135
2018-11-20 14:31:53 (2589414345766) STATS - GET, 62.9, 102
2018-11-20 14:31:53 (2589414378266) STATS - GET, 63.0, 82
2018-11-20 14:31:53 (2589414410066) STATS - GET, 63.1, 85
2018-11-20 14:31:53 (2589414441566) STATS - GET, 63.2, 83
2018-11-20 14:31:53 (2589414476366) STATS - GET, 63.3, 84
2018-11-20 14:31:53 (2589414534266) STATS - GET, 63.4, 85
2018-11-20 14:31:53 (2589414565966) STATS - GET, 63.5, 69
2018-11-20 14:31:53 (2589414596266) STATS - GET, 63.6, 52
2018-11-20 14:31:53 (2589414625766) STATS - GET, 63.7, 71
2018-11-20 14:31:53 (2589414656066) STATS - GET, 63.8, 82
2018-11-20 14:31:53 (2589414701166) STATS - GET, 63.9, 107
2018-11-20 14:31:53 (2589414745866) STATS - GET, 64.0, 94
2018-11-20 14:31:53 (2589414777566) STATS - GET, 64.1, 110
2018-11-20 14:31:53 (2589414820366) STATS - GET, 64.2, 108
2018-11-20 14:31:53 (2589414852166) STATS - GET, 64.3, 98
2018-11-20 14:31:53 (2589414883666) STATS - GET, 64.4, 113
2018-11-20 14:31:53 (2589414914666) STATS - GET, 64.5, 116
2018-11-20 14:31:53 (2589414946766) STATS - GET, 64.6, 136
2018-11-20 14:31:53 (2589414979566) STATS - GET, 64.7, 134
2018-11-20 14:31:53 (2589415010366) STATS - GET, 64.8, 133
2018-11-20 14:31:53 (2589415066366) STATS - GET, 64.9, 124
2018-11-20 14:31:53 (2589415101766) STATS - GET, 65.0, 127
2018-11-20 14:31:53 (2589415133866) STATS - GET, 65.1, 103
2018-11-20 14:31:53 (2589415165066) STATS - GET, 65.2, 110
2018-11-20 14:31:53 (2589415196166) STATS - GET, 65.3, 111
2018-11-20 14:31:53 (2589415227166) STATS - GET, 65.4, 121
2018-11-20 14:31:53 (2589415257866) STATS - GET, 65.5, 111
2018-11-20 14:31:53 (2589415288866) STATS - GET, 65.6, 110
2018-11-20 14:31:53 (2589415318966) STATS - GET, 65.7, 100
2018-11-20 14:31:53 (2589415349466) STATS - GET, 65.8, 110
2018-11-20 14:31:53 (2589415389166) STATS - GET, 65.9, 103
2018-11-20 14:31:53 (2589415431766) STATS - GET, 66.0, 103
2018-11-20 14:31:53 (2589415474266) STATS - GET, 66.1, 100
2018-11-20 14:31:53 (2589420149467) STATS - GET, 66.2, 107
2018-11-20 14:31:53 (2589420190867) STATS - GET, 66.3, 110
2018-11-20 14:31:53 (2589420224667) STATS - GET, 66.4, 83
2018-11-20 14:31:53 (2589420257067) STATS - GET, 66.5, 84
2018-11-20 14:31:53 (2589420288867) STATS - GET, 66.6, 78
2018-11-20 14:31:53 (2589420349567) STATS - GET, 66.7, 96
2018-11-20 14:31:53 (2589420389767) STATS - GET, 66.8, 91
2018-11-20 14:31:53 (2589420419267) STATS - GET, 66.9, 77
